"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"HLA-DPB1.2",6.19006144596245e-191,1.48005791494571,0.615,0.127,1.28617096724208e-186,"Monocytes","HLA-DPB1"
"HLA-DQB1.1",8.70653497382424e-190,1.20573411429616,0.535,0.093,1.8090438368612e-185,"Monocytes","HLA-DQB1"
"SRGN.5",1.29035255406752e-176,1.22305873601809,0.706,0.167,2.68109453684149e-172,"Monocytes","SRGN"
"RGS1.2",1.06947227307457e-144,1.03283694212427,0.581,0.123,2.22214948899435e-140,"Monocytes","RGS1"
"HLA-DRB1.2",1.79422000971604e-140,1.34199664810303,0.688,0.224,3.72803033618799e-136,"Monocytes","HLA-DRB1"
"HLA-DRA.2",1.26139686523241e-134,1.49626093120733,0.716,0.266,2.62093040657989e-130,"Monocytes","HLA-DRA"
"CD74.5",1.09939202387545e-86,1.07734734976794,0.777,0.492,2.28431674720842e-82,"Monocytes","CD74"
"HLA-DMA.1",2.66213726140738e-85,0.873465004467111,0.514,0.169,5.53138880175226e-81,"Monocytes","HLA-DMA"
"S100A4.3",2.68284357920196e-84,0.873845719335972,0.587,0.195,5.57441238886583e-80,"Monocytes","S100A4"
"VIM.6",3.01199569265155e-83,0.876564360358604,0.639,0.22,6.25832465019139e-79,"Monocytes","VIM"
"LGALS1.5",1.86808586844556e-80,0.842500396709552,0.618,0.203,3.88150881745618e-76,"Monocytes","LGALS1"
"IL8.1",3.56436959290779e-78,1.10817422788078,0.618,0.269,7.40604714014381e-74,"Monocytes","IL8"
"KRT8.8",9.33944006290502e-78,-0.889680568443082,0.401,0.843,1.94054885627041e-73,"Monocytes","KRT8"
"KRT19.8",4.57337815079002e-73,-0.910132935809386,0.367,0.796,9.5025651217115e-69,"Monocytes","KRT19"
"KRT18.7",6.76918808271364e-69,-0.92081534469868,0.284,0.755,1.40650189982624e-64,"Monocytes","KRT18"
"SAT1.3",9.45164209544874e-67,0.474778473142018,0.905,0.807,1.96386219459234e-62,"Monocytes","SAT1"
"CXCL2.1",9.65096588130758e-66,0.854513844599704,0.55,0.216,2.00527769081809e-61,"Monocytes","CXCL2"
"FTL.1",1.84202104732272e-63,0.362696268297454,0.979,0.942,3.82735133212715e-59,"Monocytes","FTL"
"FTH1.1",3.40481366900123e-63,0.300104165112041,0.976,0.972,7.07452184145075e-59,"Monocytes","FTH1"
"CST3.3",8.28274224236323e-60,0.430190220332514,0.887,0.81,1.72098818311823e-55,"Monocytes","CST3"
"IFI27.7",2.29258137322243e-58,-0.803979904914808,0.364,0.794,4.76352557728157e-54,"Monocytes","IFI27"
"NPC2.4",2.07112754479779e-56,0.654589782859194,0.725,0.514,4.30338881258085e-52,"Monocytes","NPC2"
"SOD2.1",1.02680076037612e-53,0.912193698348069,0.526,0.251,2.13348661990949e-49,"Monocytes","SOD2"
"NAMPT.1",1.24228040775356e-52,0.670826397966224,0.514,0.221,2.58121023123034e-48,"Monocytes","NAMPT"
"FXYD3.6",1.68984006878398e-51,-0.741679822943973,0.321,0.729,3.51114969491936e-47,"Monocytes","FXYD3"
"CYSTM1.7",9.71719488398115e-51,-0.598830736719096,0.563,0.853,2.0190387529936e-46,"Monocytes","CYSTM1"
"S100A6.6",1.06000866567657e-50,-0.357739701234516,0.893,0.966,2.20248600554277e-46,"Monocytes","S100A6"
"NQO1.6",2.38234181752011e-47,-0.761899467887976,0.138,0.586,4.95002982844328e-43,"Monocytes","NQO1"
"C19orf33.9",3.01391580893619e-46,-0.77670915500895,0.22,0.65,6.26231426780762e-42,"Monocytes","C19orf33"
"S100A14.8",8.6535320188896e-44,-0.813437509069527,0.098,0.51,1.79803088288488e-39,"Monocytes","S100A14"
"AGR2.8",3.83204023779652e-43,-0.628648445454083,0.502,0.794,7.9622132060936e-39,"Monocytes","AGR2"
"TSPAN8.7",4.59245057997965e-43,-0.751234828829826,0.275,0.656,9.54219381508171e-39,"Monocytes","TSPAN8"
"SFN.8",4.65885588098965e-43,-0.762171376400325,0.193,0.596,9.68017074952029e-39,"Monocytes","SFN"
"SMIM22.7",8.28809751405896e-43,-0.696126113387739,0.254,0.684,1.72210090147117e-38,"Monocytes","SMIM22"
"PPDPF.7",1.0218180676641e-40,-0.551196747149248,0.502,0.832,2.12313358099247e-36,"Monocytes","PPDPF"
"TM4SF1.6",1.84291205269937e-40,-0.714733701214398,0.202,0.592,3.82920266309875e-36,"Monocytes","TM4SF1"
"GPX1.2",8.39956848474351e-39,0.572182341229053,0.627,0.442,1.74526233976001e-34,"Monocytes","GPX1"
"S100P.9",1.77700220705421e-38,-0.68560691989602,0.376,0.715,3.69225518581725e-34,"Monocytes","S100P"
"MT1E.8",2.16403659327775e-38,-0.731150220063297,0.159,0.546,4.49643523351251e-34,"Monocytes","MT1E"
"NFKBIA.4",2.49929471889785e-37,0.489328010152027,0.774,0.622,5.19303456692596e-33,"Monocytes","NFKBIA"
"CTSE.8",2.95090787202215e-37,-0.675456278010307,0.235,0.599,6.13139637648763e-33,"Monocytes","CTSE"
"OCIAD2.6",5.08095301634097e-36,-0.636473951894602,0.144,0.512,1.05572041773533e-31,"Monocytes","OCIAD2"
"GPX2.8",4.62694697347886e-35,-0.656830675100777,0.193,0.566,9.61387042149438e-31,"Monocytes","GPX2"
"LGALS4.8",5.02883121036911e-35,-0.700854093231641,0.22,0.556,1.04489054889049e-30,"Monocytes","LGALS4"
"ANXA10.7",7.19377630335554e-33,-0.64227604897483,0.174,0.518,1.49472284031121e-28,"Monocytes","ANXA10"
"PERP.6",2.42367458700706e-32,-0.577820987310607,0.153,0.508,5.03591105688326e-28,"Monocytes","PERP"
"GSTP1.7",9.52111844867295e-32,-0.342053044065427,0.706,0.864,1.97829799126527e-27,"Monocytes","GSTP1"
"PHGR1.8",1.41029593861672e-31,-0.745090612713095,0.306,0.608,2.93031290125782e-27,"Monocytes","PHGR1"
"CYBA.7",3.34234009604661e-31,0.397711462596371,0.743,0.628,6.94471425156564e-27,"Monocytes","CYBA"
"CA2.8",6.43120943598596e-31,-0.622042305255013,0.239,0.576,1.33627669660916e-26,"Monocytes","CA2"
"SPINK1.9",7.39467974543174e-31,-0.61960332818204,0.385,0.736,1.53646655750581e-26,"Monocytes","SPINK1"
"ADIRF.8",1.07442536201066e-30,-0.659024944355632,0.171,0.508,2.23244101718574e-26,"Monocytes","ADIRF"
"INSIG1.1",1.84501213497389e-30,0.587322517105492,0.505,0.3,3.83356621404875e-26,"Monocytes","INSIG1"
"P4HB.8",1.86177001435446e-29,-0.514726999574582,0.321,0.626,3.8683857358257e-25,"Monocytes","P4HB"
"CLDN18.7",2.83502567985341e-29,-0.577560451559584,0.315,0.656,5.89061635759942e-25,"Monocytes","CLDN18"
"PRDX5.6",4.12010571423082e-29,-0.466922372101537,0.422,0.715,8.56075565302879e-25,"Monocytes","PRDX5"
"ACTG1.5",4.79776019368848e-29,-0.275849561142545,0.801,0.911,9.96878613044592e-25,"Monocytes","ACTG1"
"PLAUR.1",1.46070971487723e-28,0.556282236876565,0.569,0.387,3.0350626455719e-24,"Monocytes","PLAUR"
"MGST3.4",4.73722879422306e-28,-0.541222040991126,0.269,0.578,9.84301398863668e-24,"Monocytes","MGST3"
"ID2.2",8.90550500863976e-28,0.528656030961913,0.563,0.353,1.85038583069517e-23,"Monocytes","ID2"
"DSTN.4",1.51665936648796e-26,-0.489778730912385,0.312,0.63,3.15131483168867e-22,"Monocytes","DSTN"
"ELF3.8",4.96647070259934e-25,-0.48757056007944,0.306,0.649,1.03193328258609e-20,"Monocytes","ELF3"
"UQCRQ.5",9.82561407168962e-25,-0.397684760186239,0.517,0.747,2.04156609181567e-20,"Monocytes","UQCRQ"
"TACSTD2.8",1.07030726756696e-24,-0.530326001925882,0.187,0.503,2.22388444055063e-20,"Monocytes","TACSTD2"
"COX5B.5",2.24838296755311e-24,-0.409968446249797,0.483,0.725,4.67169012998185e-20,"Monocytes","COX5B"
"MT1G.8",2.4591669543032e-24,-0.598860985350152,0.235,0.534,5.10965709765118e-20,"Monocytes","MT1G"
"GADD45B.4",7.24553307214979e-24,0.470918415280487,0.609,0.406,1.50547686173128e-19,"Monocytes","GADD45B"
"TCEB2.4",1.11062784687232e-23,-0.388322361503177,0.538,0.793,2.30766254023131e-19,"Monocytes","TCEB2"
"CYB5A.4",3.60510330479808e-23,-0.454451958771483,0.196,0.503,7.49068364670944e-19,"Monocytes","CYB5A"
"TFF1.8",2.38392937616751e-22,-0.466913574261415,0.737,0.844,4.95332845780085e-18,"Monocytes","TFF1"
"HN1.8",6.47345892109567e-22,-0.476047441470689,0.26,0.534,1.34505529462526e-17,"Monocytes","HN1"
"MUC5AC.9",2.59285070904469e-21,-0.509871051509283,0.492,0.69,5.38742520325305e-17,"Monocytes","MUC5AC"
"VSIG2.8",2.59849859935694e-21,-0.453372872957362,0.26,0.558,5.39916038974384e-17,"Monocytes","VSIG2"
"PSAP.4",3.64968932853571e-21,0.4059030209877,0.642,0.546,7.58332448683149e-17,"Monocytes","PSAP"
"RPL23.1",4.07434284679512e-21,0.273105844343673,0.78,0.683,8.4656695670709e-17,"Monocytes","RPL23"
"EZR.8",1.52982089496809e-20,-0.410752079739033,0.413,0.673,3.17866185556469e-16,"Monocytes","EZR"
"ATPIF1.3",1.56540355884036e-20,-0.422959079365161,0.318,0.599,3.2525955145585e-16,"Monocytes","ATPIF1"
"COX7A2.2",3.60311207726285e-20,-0.325899047903266,0.606,0.792,7.48654627413674e-16,"Monocytes","COX7A2"
"ZFP36.6",5.51215415416265e-20,0.382191848900905,0.719,0.574,1.14531539015191e-15,"Monocytes","ZFP36"
"NDUFB7.3",8.16339160902794e-20,-0.407751135558227,0.297,0.569,1.69618950852383e-15,"Monocytes","NDUFB7"
"CXCL3.3",1.07703129821606e-19,0.547147293937264,0.523,0.374,2.23785563143333e-15,"Monocytes","CXCL3"
"RPS27L.3",2.12709686177722e-19,-0.383567686597684,0.437,0.683,4.41968185940071e-15,"Monocytes","RPS27L"
"MYL12B.4",5.46618125921764e-19,-0.366483979727234,0.477,0.699,1.13576314204024e-14,"Monocytes","MYL12B"
"MUC1.9",1.27630856545593e-18,-0.446460488248574,0.355,0.603,2.65191393730433e-14,"Monocytes","MUC1"
"UQCR10.5",3.58415523666361e-18,-0.365225052260363,0.44,0.674,7.44715775073964e-14,"Monocytes","UQCR10"
"HSPB1.5",4.35640552442649e-18,-0.364251422030619,0.486,0.708,9.05173939865336e-14,"Monocytes","HSPB1"
"LGALS3BP.7",5.40920260137778e-18,-0.391467815991372,0.251,0.517,1.12392411651428e-13,"Monocytes","LGALS3BP"
"SLIRP.3",7.17989366455833e-18,-0.382876536597,0.275,0.523,1.49183830562193e-13,"Monocytes","SLIRP"
"KDELR2.6",7.51748848446518e-18,-0.3775742265116,0.263,0.519,1.56198375730217e-13,"Monocytes","KDELR2"
"RNASE1.8",1.17489857838876e-17,-0.411931070181797,0.303,0.601,2.44120426617616e-13,"Monocytes","RNASE1"
"BSG.4",2.62330718481265e-17,-0.376666772574109,0.287,0.549,5.45070766860373e-13,"Monocytes","BSG"
"ANXA2.4",2.89551699890832e-17,-0.369385856757879,0.483,0.67,6.01630522033171e-13,"Monocytes","ANXA2"
"MT2A.4",5.79082829698827e-17,-0.434639546965147,0.324,0.571,1.20321830354822e-12,"Monocytes","MT2A"
"COX6A1.1",6.8687268252839e-17,-0.362442248920714,0.422,0.652,1.42718405975749e-12,"Monocytes","COX6A1"
"FKBP2.3",1.16462733415213e-16,-0.36236960994463,0.346,0.598,2.41986267490129e-12,"Monocytes","FKBP2"
"SCP2.5",2.45394964052691e-16,-0.364466854659636,0.358,0.587,5.09881656308682e-12,"Monocytes","SCP2"
"SSR4.4",2.58763207437961e-16,-0.362810171480739,0.508,0.724,5.37658192414595e-12,"Monocytes","SSR4"
"GKN2.9",1.01793608473361e-15,-0.554658215781326,0.309,0.507,2.11506759685949e-11,"Monocytes","GKN2"
"ATP5I.5",7.69089704588971e-15,-0.30709098064416,0.566,0.772,1.59801458819496e-10,"Monocytes","ATP5I"
"PHLDA2.7",1.30651655493788e-14,-0.359538007321255,0.404,0.584,2.71468009784993e-10,"Monocytes","PHLDA2"
"TFF2.8",1.31107181838222e-14,-0.392972133727843,0.538,0.699,2.72414502423458e-10,"Monocytes","TFF2"
"TAGLN2.5",1.34343472960626e-14,-0.31169371774349,0.544,0.751,2.79138868117588e-10,"Monocytes","TAGLN2"
"CHCHD2",1.85700058960642e-14,-0.287792030213105,0.557,0.744,3.85847582508422e-10,"Monocytes","CHCHD2"
"ROMO1.3",2.37035338363555e-14,-0.325776145184015,0.287,0.535,4.92512026051795e-10,"Monocytes","ROMO1"
"ATP5G3.5",4.77417876412884e-14,-0.346591803439833,0.373,0.573,9.91978863610691e-10,"Monocytes","ATP5G3"
"TSPO.6",6.42082046557877e-14,-0.314582754142495,0.471,0.664,1.33411807633796e-09,"Monocytes","TSPO"
"RABAC1.1",7.45513532368788e-14,-0.316065158346394,0.281,0.527,1.54902801755587e-09,"Monocytes","RABAC1"
"JUNB.6",1.0194806498691e-13,0.296349084669536,0.746,0.635,2.11827689429801e-09,"Monocytes","JUNB"
"SEC61G.3",1.02993604430993e-13,-0.287470586559888,0.563,0.75,2.14000111286717e-09,"Monocytes","SEC61G"
"CD59.3",1.16419251463623e-13,-0.320543714834043,0.287,0.532,2.41895920691115e-09,"Monocytes","CD59"
"COX6C.3",1.22055794294241e-13,-0.284962643182177,0.593,0.77,2.53607529384575e-09,"Monocytes","COX6C"
"RHOB.6",1.2732829432532e-13,-0.320592692503247,0.294,0.542,2.64562729949149e-09,"Monocytes","RHOB"
"PEBP1.4",1.66612228282414e-13,-0.335285326173525,0.309,0.524,3.461868879252e-09,"Monocytes","PEBP1"
"DUSP1.2",2.78416011324666e-13,0.352420155150728,0.609,0.488,5.78492788330391e-09,"Monocytes","DUSP1"
"SPINT2.5",3.29113261459486e-13,-0.330502599123677,0.346,0.564,6.83831534660519e-09,"Monocytes","SPINT2"
"COX8A.5",1.86018227380746e-12,-0.276086610759709,0.517,0.68,3.86508672851714e-08,"Monocytes","COX8A"
"NDUFA3.1",2.04931856903611e-12,-0.294634254389171,0.303,0.518,4.25807412274323e-08,"Monocytes","NDUFA3"
"FOSB.4",2.50893830205195e-12,0.292980612827037,0.731,0.626,5.21307200400354e-08,"Monocytes","FOSB"
"YWHAE.3",3.33675509921176e-12,-0.300193339926065,0.352,0.581,6.9331097451422e-08,"Monocytes","YWHAE"
"TIMP1.4",5.27525908270719e-12,0.385971855273495,0.505,0.398,1.0960933322049e-07,"Monocytes","TIMP1"
"PPIB.3",6.91030542328444e-12,-0.291512454551192,0.352,0.553,1.43582326085004e-07,"Monocytes","PPIB"
"COX17.3",9.63254576010705e-12,-0.288598125839303,0.287,0.516,2.00145035803504e-07,"Monocytes","COX17"
"TMED2.1",1.37147714297963e-11,-0.2864961381178,0.294,0.519,2.84965520768307e-07,"Monocytes","TMED2"
"SOD1",5.39624756651605e-11,-0.290624676478955,0.352,0.547,1.12123231937071e-06,"Monocytes","SOD1"
"NDUFS5",9.5250651168515e-11,-0.280438990502703,0.398,0.593,1.9791180299794e-06,"Monocytes","NDUFS5"
"JTB",1.43484623347218e-10,-0.272561003910015,0.346,0.541,2.98132350390849e-06,"Monocytes","JTB"
"S100A10.5",3.7134240184383e-10,-0.274930559252809,0.523,0.673,7.7157524255111e-06,"Monocytes","S100A10"
"BLOC1S1.5",5.62751388924554e-10,-0.265317179390026,0.355,0.544,1.16928483590744e-05,"Monocytes","BLOC1S1"
"GKN1.9",7.20884195354714e-06,-0.356728308679079,0.483,0.57,0.149785318110803,"Monocytes","GKN1"
"MZB1",0,1.93821489358317,0.948,0.042,0,"B-cells","MZB1"
"IGJ.3",0,1.87579130370548,0.995,0.557,0,"B-cells","IGJ"
"DERL3",0,1.74333622968284,0.903,0.046,0,"B-cells","DERL3"
"IGLL5",0,1.7214291386839,0.974,0.359,0,"B-cells","IGLL5"
"AL928768.3",0,1.61929081446957,0.778,0.013,0,"B-cells","AL928768.3"
"CD79A",0,1.51468570432482,0.813,0.015,0,"B-cells","CD79A"
"FKBP11",0,1.41028414834632,0.873,0.162,0,"B-cells","FKBP11"
"TSC22D3.3",0,1.24039911334213,0.868,0.258,0,"B-cells","TSC22D3"
"RGS1.3",0,1.22141419939197,0.706,0.086,0,"B-cells","RGS1"
"ANKRD28",0,1.19939950040245,0.732,0.083,0,"B-cells","ANKRD28"
"TNFRSF17",0,1.17177533513445,0.66,0.006,0,"B-cells","TNFRSF17"
"SRGN.6",0,1.16062975392712,0.838,0.125,0,"B-cells","SRGN"
"LGALS1.6",0,1.14656813174034,0.864,0.161,0,"B-cells","LGALS1"
"HERPUD1.2",0,1.10148566243233,0.949,0.53,0,"B-cells","HERPUD1"
"PIM2",0,1.02614676270877,0.598,0.038,0,"B-cells","PIM2"
"SEC11C.1",0,1.02377407178455,0.822,0.283,0,"B-cells","SEC11C"
"SSR4.5",0,1.0225155353519,0.989,0.702,0,"B-cells","SSR4"
"VIM.7",0,1.00660895708687,0.802,0.183,0,"B-cells","VIM"
"DNAJB9",0,0.999842445936177,0.745,0.211,0,"B-cells","DNAJB9"
"ITM2C",0,0.940222862933306,0.659,0.155,0,"B-cells","ITM2C"
"SPCS2.1",0,0.894626352266074,0.915,0.482,0,"B-cells","SPCS2"
"EMP3.2",0,0.893116072238801,0.665,0.106,0,"B-cells","EMP3"
"CYBA.8",0,0.886305961660398,0.964,0.605,0,"B-cells","CYBA"
"LINC00152",0,0.859698235230878,0.59,0.105,0,"B-cells","LINC00152"
"PRDX4",0,0.852600950686743,0.674,0.249,0,"B-cells","PRDX4"
"CD74.6",0,0.847282884590485,0.92,0.464,0,"B-cells","CD74"
"SPCS1",0,0.82009585400282,0.869,0.451,0,"B-cells","SPCS1"
"XBP1",0,0.787569779111375,0.838,0.45,0,"B-cells","XBP1"
"DDIT4",0,0.758965662909198,0.611,0.238,0,"B-cells","DDIT4"
"YPEL5.1",0,0.758747513454832,0.706,0.325,0,"B-cells","YPEL5"
"IL2RG",0,0.730277773928874,0.544,0.106,0,"B-cells","IL2RG"
"UBE2J1",0,0.705064303106903,0.636,0.234,0,"B-cells","UBE2J1"
"VIMP",0,0.694370374599912,0.783,0.408,0,"B-cells","VIMP"
"SSR3",0,0.690707743913844,0.698,0.328,0,"B-cells","SSR3"
"SELM.1",0,0.681998871361907,0.593,0.16,0,"B-cells","SELM"
"KRTCAP2",0,0.6793011231898,0.751,0.4,0,"B-cells","KRTCAP2"
"SPCS3",0,0.659470942771871,0.621,0.266,0,"B-cells","SPCS3"
"SDF2L1",0,0.638516255573466,0.739,0.394,0,"B-cells","SDF2L1"
"FKBP2.4",0,0.618779354083327,0.884,0.574,0,"B-cells","FKBP2"
"SELK",0,0.616321717101454,0.859,0.563,0,"B-cells","SELK"
"HSP90B1.1",0,0.610720348350451,0.862,0.566,0,"B-cells","HSP90B1"
"TRAM1",0,0.600426709815705,0.617,0.263,0,"B-cells","TRAM1"
"CIRBP.5",0,0.553693452081138,0.846,0.529,0,"B-cells","CIRBP"
"SUB1",0,0.543751075498515,0.885,0.608,0,"B-cells","SUB1"
"SEC61B",0,0.503218410225632,0.883,0.611,0,"B-cells","SEC61B"
"HLA-C.6",0,0.492681610615784,0.95,0.742,0,"B-cells","HLA-C"
"MT-CO3.2",0,-0.282134927569903,0.996,0.994,0,"B-cells","MT-CO3"
"MYL6",0,-0.315621418922612,0.865,0.92,0,"B-cells","MYL6"
"MT-ATP6",0,-0.320618373562105,0.963,0.979,0,"B-cells","MT-ATP6"
"FTH1.2",0,-0.34939521292707,0.954,0.973,0,"B-cells","FTH1"
"TMSB10.2",0,-0.395538684865336,0.914,0.959,0,"B-cells","TMSB10"
"TMSB4X.3",0,-0.406587759142239,0.962,0.991,0,"B-cells","TMSB4X"
"CALM2",0,-0.451761113263206,0.738,0.863,0,"B-cells","CALM2"
"H3F3A",0,-0.478258199195017,0.673,0.834,0,"B-cells","H3F3A"
"PFN1.2",0,-0.527099467335683,0.76,0.897,0,"B-cells","PFN1"
"ACTB",0,-0.532241963095098,0.876,0.97,0,"B-cells","ACTB"
"SH3BGRL3.4",0,-0.548899607232527,0.608,0.797,0,"B-cells","SH3BGRL3"
"CFL1.3",0,-0.55757988043093,0.691,0.874,0,"B-cells","CFL1"
"PPDPF.8",0,-0.578065359752088,0.637,0.843,0,"B-cells","PPDPF"
"ACTG1.6",0,-0.638263582267741,0.745,0.922,0,"B-cells","ACTG1"
"LYZ.7",0,-0.713523044263905,0.646,0.863,0,"B-cells","LYZ"
"MYL12B.5",0,-0.719789468182959,0.377,0.72,0,"B-cells","MYL12B"
"KRT8.9",0,-0.778563524359696,0.63,0.853,0,"B-cells","KRT8"
"GPX2.9",0,-0.826440658540507,0.19,0.589,0,"B-cells","GPX2"
"S100A11.4",0,-0.843244904897698,0.465,0.819,0,"B-cells","S100A11"
"S100A6.7",0,-0.856792061358052,0.812,0.976,0,"B-cells","S100A6"
"NQO1.7",0,-0.859409713034518,0.161,0.612,0,"B-cells","NQO1"
"KRT18.8",0,-0.864658765076769,0.448,0.772,0,"B-cells","KRT18"
"TM4SF1.7",0,-0.880822906263352,0.203,0.615,0,"B-cells","TM4SF1"
"TSPAN8.8",0,-0.884815258564766,0.331,0.675,0,"B-cells","TSPAN8"
"RNASE1.9",0,-0.884895458964712,0.209,0.626,0,"B-cells","RNASE1"
"CLDN18.8",0,-0.898572928666076,0.287,0.679,0,"B-cells","CLDN18"
"KRT19.9",0,-0.900746512210423,0.513,0.811,0,"B-cells","KRT19"
"CTSE.9",0,-0.903401435889886,0.188,0.624,0,"B-cells","CTSE"
"MT1E.9",0,-0.92156533282911,0.128,0.572,0,"B-cells","MT1E"
"IFI27.8",0,-0.929576550579546,0.442,0.815,0,"B-cells","IFI27"
"CYSTM1.8",0,-0.934590670607594,0.546,0.871,0,"B-cells","CYSTM1"
"AGR2.9",0,-0.934855151534617,0.511,0.811,0,"B-cells","AGR2"
"CA2.9",0,-0.938827958086028,0.166,0.602,0,"B-cells","CA2"
"FXYD3.7",0,-1.02965901855955,0.293,0.755,0,"B-cells","FXYD3"
"S100P.10",0,-1.04632597788356,0.343,0.738,0,"B-cells","S100P"
"CST3.4",0,-1.07012408738108,0.314,0.846,0,"B-cells","CST3"
"C19orf33.10",0,-1.08466343667105,0.164,0.68,0,"B-cells","C19orf33"
"SMIM22.8",0,-1.1149327529429,0.144,0.718,0,"B-cells","SMIM22"
"SPINK1.10",0,-1.17483587876331,0.312,0.762,0,"B-cells","SPINK1"
"TXN.7",4.15070340786911e-307,-0.546466304873475,0.635,0.805,8.62433154087043e-303,"B-cells","TXN"
"S100A10.6",7.39527147693335e-307,-0.720962043182641,0.418,0.689,1.53658950747721e-302,"B-cells","S100A10"
"MANF",1.17225249768549e-306,0.598819504615875,0.632,0.315,2.43570623969092e-302,"B-cells","MANF"
"PHLDA2.8",4.94300595432061e-303,-0.80155947490626,0.229,0.608,1.02705777718874e-298,"B-cells","PHLDA2"
"PPAPDC1B",2.8666095693573e-299,0.54153672582165,0.516,0.21,5.95624136321061e-295,"B-cells","PPAPDC1B"
"VSIG2.9",3.47141173751108e-299,-0.772912028303492,0.165,0.582,7.21289930820052e-295,"B-cells","VSIG2"
"LMAN2",1.32225689493254e-295,0.547614687884235,0.699,0.388,2.74738537629084e-291,"B-cells","LMAN2"
"GSTP1.8",2.77045929222296e-295,-0.358948643329069,0.81,0.866,5.75646031738086e-291,"B-cells","GSTP1"
"ELF3.9",4.24362013621556e-293,-0.713339071681943,0.301,0.67,8.8173939190287e-289,"B-cells","ELF3"
"TACSTD2.9",2.1537576267359e-286,-0.81643402991807,0.125,0.527,4.47507759683186e-282,"B-cells","TACSTD2"
"TSPO.7",9.57379461594982e-282,-0.631948453577737,0.394,0.681,1.98924304530205e-277,"B-cells","TSPO"
"KLF4.1",2.06866083923273e-280,-0.74249644149872,0.096,0.507,4.29826349175776e-276,"B-cells","KLF4"
"TFF2.9",8.30992283637897e-278,-0.839314197842525,0.509,0.711,1.72663576694282e-273,"B-cells","TFF2"
"RHOB.7",4.20980817464039e-277,-0.73979741507832,0.164,0.567,8.74713942526779e-273,"B-cells","RHOB"
"MT1G.9",2.74212446872844e-275,-0.902485927482376,0.174,0.556,5.69758622112394e-271,"B-cells","MT1G"
"MUC1.10",5.47702697602735e-273,-0.788744309139378,0.265,0.625,1.13801666507896e-268,"B-cells","MUC1"
"ANXA10.8",3.04644143394451e-267,-0.774483618140183,0.169,0.54,6.32989601144991e-263,"B-cells","ANXA10"
"PERP.7",5.92675038632919e-267,-0.701441468145173,0.148,0.53,1.23146019527148e-262,"B-cells","PERP"
"COX8A.6",1.67931659031411e-264,-0.565665367395157,0.448,0.695,3.48928401135465e-260,"B-cells","COX8A"
"ISG20",3.63668228057336e-264,0.548433961051922,0.724,0.391,7.55629844257533e-260,"B-cells","ISG20"
"IER3.7",8.14618218790783e-264,-0.700110261268015,0.326,0.658,1.69261373500349e-259,"B-cells","IER3"
"RAC1.2",3.54402694453105e-262,-0.681170867801625,0.12,0.516,7.36377918534661e-258,"B-cells","RAC1"
"RABAC1.2",3.75032315922913e-262,0.489833492952501,0.777,0.506,7.79242146024629e-258,"B-cells","RABAC1"
"SCP2.6",5.75596023990515e-262,-0.664932869458094,0.253,0.608,1.19597341864749e-257,"B-cells","SCP2"
"PDIA6",2.40734165866968e-259,0.514883452982805,0.719,0.435,5.00197449838385e-255,"B-cells","PDIA6"
"MSMB.5",2.41805389706001e-259,-0.867580082605126,0.144,0.512,5.02423238731129e-255,"B-cells","MSMB"
"SEC62.3",4.30521335235226e-257,0.528884870066862,0.711,0.416,8.94537230351753e-253,"B-cells","SEC62"
"EPCAM.1",2.46874164413552e-256,-0.773481414356779,0.135,0.5,5.12955138818479e-252,"B-cells","EPCAM"
"SFN.9",5.15199438185167e-255,-0.7325501866903,0.312,0.612,1.07048139266114e-250,"B-cells","SFN"
"COX5B.6",3.58758350257249e-251,-0.495862058751038,0.538,0.736,7.45428100164512e-247,"B-cells","COX5B"
"COX6C.4",1.3130883510659e-248,-0.460689054798122,0.627,0.779,2.72833497584473e-244,"B-cells","COX6C"
"ARL6IP1.3",1.7892601735606e-247,-0.651138336918589,0.234,0.596,3.71772478862422e-243,"B-cells","ARL6IP1"
"LGALS3BP.8",1.51109264318187e-246,-0.661739504431576,0.169,0.539,3.13974829400329e-242,"B-cells","LGALS3BP"
"ISCU",5.40759823778533e-246,0.515235183931,0.531,0.248,1.12359076184704e-241,"B-cells","ISCU"
"ADIRF.9",4.82052963248277e-245,-0.801464855691668,0.18,0.527,1.00160964703727e-240,"B-cells","ADIRF"
"PPIA.1",2.24050783211869e-244,-0.496236239914049,0.522,0.73,4.65532717357621e-240,"B-cells","PPIA"
"CSTB.5",5.75360771678861e-242,-0.604375693742734,0.339,0.638,1.19548461139434e-237,"B-cells","CSTB"
"UBC.1",6.77688087863709e-239,0.310978997292542,0.949,0.851,1.40810030896321e-234,"B-cells","UBC"
"S100A14.9",1.2236604422274e-237,-0.761241785518605,0.196,0.528,2.54252166686009e-233,"B-cells","S100A14"
"TMED9",2.74208625293479e-237,0.49212302238707,0.704,0.416,5.6975068163479e-233,"B-cells","TMED9"
"MYL12A.2",4.04801783112322e-237,-0.559104652492658,0.425,0.692,8.41097144950783e-233,"B-cells","MYL12A"
"TFF1.9",6.94466186453826e-237,-0.685688419893268,0.8,0.846,1.44296184221376e-232,"B-cells","TFF1"
"EEF1D.1",2.10736822126924e-236,0.324292253963588,0.944,0.781,4.37868969015323e-232,"B-cells","EEF1D"
