"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"FXYD3.3",7.28664135936949e-160,-1.09674760516978,0.207,0.735,1.51401834164979e-155,"Endothelial cells","FXYD3"
"MYL12A",1.06401918844942e-156,0.575942030470706,0.92,0.669,2.21081906976021e-152,"Endothelial cells","MYL12A"
"TMSB10",1.37024409187977e-156,0.28888387900341,0.985,0.955,2.84709317410778e-152,"Endothelial cells","TMSB10"
"CD59.1",5.28298009651181e-156,0.712258362896045,0.836,0.524,1.09769760445322e-151,"Endothelial cells","CD59"
"AGR2.4",1.72607712348904e-155,-1.01356977529864,0.397,0.798,3.58644304718553e-151,"Endothelial cells","AGR2"
"KRT18.3",8.09320864550891e-152,-1.00970620318304,0.311,0.759,1.68160689236384e-147,"Endothelial cells","KRT18"
"CYSTM1.4",1.53067396864892e-150,-0.71962654903958,0.611,0.854,3.18043437205873e-146,"Endothelial cells","CYSTM1"
"EID1",1.62132604885407e-149,0.736803473189692,0.731,0.331,3.36879126430899e-145,"Endothelial cells","EID1"
"SMIM22.4",1.7757138622964e-149,-1.07720572792721,0.133,0.69,3.68957826307945e-145,"Endothelial cells","SMIM22"
"IFI27.4",1.90260426014839e-148,0.520196360653589,0.979,0.786,3.95323113173632e-144,"Endothelial cells","IFI27"
"HLA-DRA.1",1.74420334296556e-145,0.823227972845707,0.641,0.263,3.62410570601384e-141,"Endothelial cells","HLA-DRA"
"GSN",6.08325930748683e-145,0.759524282912065,0.823,0.465,1.26397961890961e-140,"Endothelial cells","GSN"
"ID3",9.47205269398567e-145,0.783519870596688,0.754,0.36,1.96810310875634e-140,"Endothelial cells","ID3"
"SRP14",1.0756673955278e-141,0.502021187406674,0.921,0.717,2.23502171442766e-137,"Endothelial cells","SRP14"
"SPINK1.5",4.6728797533292e-140,-1.13010849077684,0.269,0.741,9.70930955146741e-136,"Endothelial cells","SPINK1"
"SPTBN1",9.89443054258174e-139,0.743114366723021,0.662,0.295,2.05586477813763e-134,"Endothelial cells","SPTBN1"
"APP",2.05138464189719e-136,0.741261238230973,0.659,0.301,4.26236700893398e-132,"Endothelial cells","APP"
"S100A6.3",4.20931408245488e-135,-0.408772686095069,0.907,0.966,8.74611280052475e-131,"Endothelial cells","S100A6"
"TM4SF1.3",4.60080045787444e-134,0.658116391259957,0.887,0.582,9.5595431913715e-130,"Endothelial cells","TM4SF1"
"HLA-A.2",2.55567086594682e-128,0.412748820795168,0.938,0.814,5.31017292526431e-124,"Endothelial cells","HLA-A"
"S100P.5",3.28185228201923e-127,-1.04287260409607,0.292,0.72,6.81903267157955e-123,"Endothelial cells","S100P"
"TSPAN8.3",1.66649537983452e-119,-0.992680709101264,0.211,0.66,3.46264410022017e-115,"Endothelial cells","TSPAN8"
"YBX3",9.61920993882644e-116,0.639784382864755,0.521,0.192,1.99867944108936e-111,"Endothelial cells","YBX3"
"KTN1",2.92046100642652e-114,0.639140724877049,0.587,0.245,6.06813387915303e-110,"Endothelial cells","KTN1"
"CLDN18.4",7.6242230105893e-114,-0.955891360764417,0.21,0.661,1.58416105714025e-109,"Endothelial cells","CLDN18"
"SNX3",3.0457351790165e-112,0.644060036687376,0.749,0.443,6.32842855496048e-108,"Endothelial cells","SNX3"
"EZR.4",2.5219693283047e-111,-0.818694241949609,0.234,0.678,5.24014787035151e-107,"Endothelial cells","EZR"
"LGALS1.3",4.72092862457024e-104,0.609528201384894,0.587,0.2,9.80914549613205e-100,"Endothelial cells","LGALS1"
"ITGA6",1.98759658423528e-103,0.646051598395305,0.626,0.305,4.12982818272407e-99,"Endothelial cells","ITGA6"
"LYZ.3",4.57023106155919e-103,-0.663114929244577,0.6,0.854,9.49602609970768e-99,"Endothelial cells","LYZ"
"ARPC1B.1",1.66274248670516e-102,0.612381498039141,0.666,0.336,3.45484633887598e-98,"Endothelial cells","ARPC1B"
"PHLDA2.3",2.51584830736216e-102,-0.89718978815456,0.148,0.591,5.22742961303709e-98,"Endothelial cells","PHLDA2"
"SPINT2.3",5.31756171353553e-102,-0.825496110505687,0.108,0.571,1.10488297283841e-97,"Endothelial cells","SPINT2"
"SFN.4",1.51727440198378e-99,-0.892691933917007,0.182,0.6,3.15259275244191e-95,"Endothelial cells","SFN"
"EMP1",3.14693565024698e-98,0.674754758659526,0.636,0.312,6.53870289408317e-94,"Endothelial cells","EMP1"
"CTSE.4",2.74299752679791e-96,-0.842919257464767,0.174,0.603,5.6994002611807e-92,"Endothelial cells","CTSE"
"RHOC",4.17653290494008e-96,0.608662503239942,0.697,0.37,8.67800006988449e-92,"Endothelial cells","RHOC"
"LGALS4.4",5.338149613708e-96,-0.923233827670237,0.136,0.561,1.10916072673625e-91,"Endothelial cells","LGALS4"
"FXYD5",4.66425776074792e-94,0.586749887290121,0.597,0.279,9.69139477528203e-90,"Endothelial cells","FXYD5"
"TSC22D1",4.66735421048324e-94,0.623313886909486,0.736,0.444,9.69782857854208e-90,"Endothelial cells","TSC22D1"
"IRF1",1.80680469194229e-92,0.637155254106849,0.639,0.334,3.75417878891769e-88,"Endothelial cells","IRF1"
"C8orf4",2.0231122397058e-92,0.628024596889436,0.523,0.219,4.20362261166072e-88,"Endothelial cells","C8orf4"
"PPDPF.4",7.67667468003173e-92,-0.514877176150467,0.61,0.833,1.59505946501699e-87,"Endothelial cells","PPDPF"
"ANXA10.3",4.56965201442728e-91,-0.85349735433671,0.102,0.523,9.494822955577e-87,"Endothelial cells","ANXA10"
"CA2.4",2.04213537926057e-90,-0.866299058394378,0.175,0.58,4.24314889102761e-86,"Endothelial cells","CA2"
"S100A14.4",2.43823881906089e-90,-0.89843157689261,0.1,0.514,5.06617261824473e-86,"Endothelial cells","S100A14"
"GSTP1.3",5.30981209742204e-90,-0.411314275396736,0.731,0.865,1.10327275760235e-85,"Endothelial cells","GSTP1"
"ELF3.4",5.4333175056034e-90,-0.74620019169971,0.241,0.653,1.12893471131428e-85,"Endothelial cells","ELF3"
"GPX2.4",1.04525078699786e-89,-0.823850644450263,0.159,0.57,2.17182208522416e-85,"Endothelial cells","GPX2"
"LDHB",1.86570433987879e-89,0.592250203887194,0.531,0.229,3.87656047740015e-85,"Endothelial cells","LDHB"
"CALM1.2",3.22132179855069e-89,0.492879273427516,0.815,0.594,6.69326243302862e-85,"Endothelial cells","CALM1"
"HES1",4.16888258869479e-89,0.697351454921337,0.602,0.301,8.66210424279004e-85,"Endothelial cells","HES1"
"PSMB9",1.95179056941365e-88,0.553775726750081,0.511,0.212,4.05543044512769e-84,"Endothelial cells","PSMB9"
"C19orf33.5",2.93863604433144e-88,-0.778036720533021,0.27,0.653,6.10589797291187e-84,"Endothelial cells","C19orf33"
"MT-ND3",3.31014111065088e-87,-0.33264981572041,0.87,0.958,6.8778111997104e-83,"Endothelial cells","MT-ND3"
"FOS.2",3.99278796742997e-87,0.498930018948581,0.925,0.726,8.296214838726e-83,"Endothelial cells","FOS"
"KLF6.1",1.57667255115733e-86,-0.560470990238392,0.551,0.84,3.2760102267947e-82,"Endothelial cells","KLF6"
"GABARAPL2",2.90716206373655e-86,0.565357326296724,0.679,0.392,6.0405013360318e-82,"Endothelial cells","GABARAPL2"
"S100A13",9.8412323748007e-86,0.588844114783784,0.602,0.305,2.04481126283609e-81,"Endothelial cells","S100A13"
"PHGR1.4",8.86292671550244e-85,-0.977730803805401,0.246,0.611,1.8415389129471e-80,"Endothelial cells","PHGR1"
"VSIG2.4",1.43743943963532e-84,-0.756835662922973,0.152,0.562,2.98671166767426e-80,"Endothelial cells","VSIG2"
"UQCR10.2",1.45163158005511e-82,-0.644659996770874,0.341,0.678,3.01620009703851e-78,"Endothelial cells","UQCR10"
"TUBA1B.1",1.66981687815898e-82,0.544485792497145,0.754,0.507,3.46954550943873e-78,"Endothelial cells","TUBA1B"
"VAMP8.2",5.40113017827459e-82,-0.716589042459451,0.144,0.553,1.12224682844189e-77,"Endothelial cells","VAMP8"
"MUC1.5",6.915608890971e-82,-0.802075966358432,0.226,0.608,1.43692521536595e-77,"Endothelial cells","MUC1"
"IER2.3",1.16518246463112e-81,0.48269227992126,0.846,0.649,2.42101612501053e-77,"Endothelial cells","IER2"
"MT1G.4",1.50438718547815e-80,-0.893113434199901,0.143,0.538,3.12581569398651e-76,"Endothelial cells","MT1G"
"MT-ND1",1.97325941051917e-80,-0.292129529847999,0.869,0.944,4.10003840317674e-76,"Endothelial cells","MT-ND1"
"LGALS3BP.4",3.80108100847436e-78,-0.696077080930745,0.123,0.522,7.89788611940802e-74,"Endothelial cells","LGALS3BP"
"TFF2.4",7.93409196618998e-78,-0.806628469664714,0.451,0.702,1.64854562873495e-73,"Endothelial cells","TFF2"
"MYH9",8.60519289422309e-76,0.55488597247013,0.548,0.276,1.78798697956167e-71,"Endothelial cells","MYH9"
"TFF1.4",1.49049953962136e-75,-0.71976805967339,0.702,0.846,3.09695994342525e-71,"Endothelial cells","TFF1"
"MT1E.4",9.32946293232674e-75,-0.774312802670114,0.184,0.549,1.93847580807885e-70,"Endothelial cells","MT1E"
"EMP2",1.44575465310539e-73,0.52029457630483,0.515,0.243,3.00398901822237e-69,"Endothelial cells","EMP2"
"PERP.3",3.55193589419755e-73,-0.669735234300807,0.126,0.512,7.38021240096368e-69,"Endothelial cells","PERP"
"ITGB1",1.54222512227144e-70,0.548362967976997,0.587,0.322,3.20443535905561e-66,"Endothelial cells","ITGB1"
"SEPT7",3.61399415903954e-68,0.52782737094035,0.541,0.273,7.50915706365236e-64,"Endothelial cells","SEPT7"
"ID1",5.33436964675281e-67,0.535217277020688,0.707,0.443,1.1083753252023e-62,"Endothelial cells","ID1"
"EFNA1",2.09987157260457e-65,0.541819996728107,0.507,0.253,4.36311315355778e-61,"Endothelial cells","EFNA1"
"HN1.4",1.52957831993483e-64,-0.648676435193893,0.213,0.537,3.17815783316059e-60,"Endothelial cells","HN1"
"RPLP0.1",3.91559971844544e-64,-0.33561385820703,0.731,0.873,8.13583309498594e-60,"Endothelial cells","RPLP0"
"JUN.4",6.97781870464007e-64,0.411481313601736,0.884,0.724,1.44985117045011e-59,"Endothelial cells","JUN"
"ANXA1.2",4.44771619093113e-62,0.490422407929989,0.58,0.281,9.2414647015167e-58,"Endothelial cells","ANXA1"
"ZFP36L1.1",6.8387309713648e-61,0.500434056056104,0.661,0.402,1.42095152123018e-56,"Endothelial cells","ZFP36L1"
"CD99.1",1.69277374536428e-60,0.469897953298812,0.644,0.404,3.5172452881179e-56,"Endothelial cells","CD99"
"NPC2.3",2.25904117828275e-60,0.500597895705589,0.703,0.512,4.69383576023591e-56,"Endothelial cells","NPC2"
"TIMP1.1",4.20285703818997e-60,0.501687155651698,0.659,0.395,8.73269635395111e-56,"Endothelial cells","TIMP1"
"PDLIM1",2.39778769552707e-58,0.49876945835512,0.602,0.378,4.98212327376614e-54,"Endothelial cells","PDLIM1"
"NDUFA12",3.37349216960512e-58,0.498977687151331,0.538,0.309,7.00944203000551e-54,"Endothelial cells","NDUFA12"
"SEPW1",2.05300343919377e-57,0.458587935082699,0.69,0.464,4.26573054595682e-53,"Endothelial cells","SEPW1"
"NCOA7",1.01364554606746e-56,0.503991615129734,0.521,0.28,2.10615271561896e-52,"Endothelial cells","NCOA7"
"HMGB1.1",1.11250244457286e-56,0.364308364732303,0.834,0.662,2.31155757933349e-52,"Endothelial cells","HMGB1"
"MUC5AC.5",4.05617824620361e-56,-0.655120761253656,0.51,0.691,8.42792715996186e-52,"Endothelial cells","MUC5AC"
"LAPTM4A.1",4.40380082005376e-54,0.432255034237505,0.721,0.499,9.1502173439077e-50,"Endothelial cells","LAPTM4A"
"GUK1.1",2.06538837047808e-51,0.335730853787571,0.795,0.638,4.29146395617936e-47,"Endothelial cells","GUK1"
"TMEM50A",4.53610009090001e-51,0.457715000153852,0.551,0.332,9.42510876887205e-47,"Endothelial cells","TMEM50A"
"MORF4L1",6.26834340689885e-51,0.410599327237027,0.723,0.518,1.30243639308544e-46,"Endothelial cells","MORF4L1"
"GKN2.5",4.64061937904946e-50,-0.85987551825312,0.261,0.509,9.64227894578897e-46,"Endothelial cells","GKN2"
"TACSTD2.4",8.49927378097739e-50,-0.584950821260149,0.215,0.505,1.76597910621148e-45,"Endothelial cells","TACSTD2"
"TXN.3",4.45812552788782e-49,-0.363166146322959,0.687,0.796,9.26309322184531e-45,"Endothelial cells","TXN"
"DDX5",1.18219839759107e-48,0.302891636754061,0.834,0.724,2.45637183051473e-44,"Endothelial cells","DDX5"
"CYBA.5",2.9802763605474e-48,-0.506887783171081,0.389,0.633,6.19241822194538e-44,"Endothelial cells","CYBA"
"PPA1",4.09266910769139e-48,0.424649857230845,0.661,0.434,8.50374787196116e-44,"Endothelial cells","PPA1"
"RAB11A.1",7.51742740792788e-48,0.413754949786798,0.659,0.448,1.56197106681926e-43,"Endothelial cells","RAB11A"
"IER3.4",2.96399942119136e-47,-0.509060760796305,0.393,0.641,6.15859799735142e-43,"Endothelial cells","IER3"
"COX6B1.2",1.82487527708166e-45,-0.358464409117078,0.574,0.741,3.79172585072028e-41,"Endothelial cells","COX6B1"
"UQCRQ.3",1.86920931955177e-45,-0.353462397589342,0.593,0.747,3.88384312416467e-41,"Endothelial cells","UQCRQ"
"RPL36AL",4.0125024081567e-45,-0.325903114641653,0.638,0.798,8.337177503668e-41,"Endothelial cells","RPL36AL"
"TRMT112",2.22071967294581e-43,0.405648607224387,0.613,0.415,4.61421133644681e-39,"Endothelial cells","TRMT112"
"P4HB.4",2.21490778934353e-42,-0.425341533591251,0.418,0.626,4.60213540469798e-38,"Endothelial cells","P4HB"
"HSPA1A.1",8.27285583813139e-42,0.455055584075314,0.621,0.395,1.71893398604694e-37,"Endothelial cells","HSPA1A"
"RNASE1.4",7.20197548761474e-40,0.374215901821292,0.826,0.594,1.49642646681659e-35,"Endothelial cells","RNASE1"
"COX8A.2",1.01352891645761e-38,-0.361333808178415,0.507,0.682,2.10591038261561e-34,"Endothelial cells","COX8A"
"PSMA7.1",2.99168685710092e-38,0.354246641081767,0.677,0.505,6.21612695168429e-34,"Endothelial cells","PSMA7"
"SEC62",4.4015238112058e-38,0.386353733288159,0.62,0.432,9.1454861749234e-34,"Endothelial cells","SEC62"
"POMP",5.54452110097115e-38,0.352602107033942,0.741,0.573,1.15204059435979e-33,"Endothelial cells","POMP"
"RPSA",1.82456046598178e-37,-0.28031370111009,0.666,0.764,3.79107173621694e-33,"Endothelial cells","RPSA"
"FUS",3.37908498780655e-37,0.388570108422595,0.557,0.365,7.02106278766446e-33,"Endothelial cells","FUS"
"CRIP1.2",3.01689169455533e-36,-0.45115093284189,0.39,0.614,6.26849756294706e-32,"Endothelial cells","CRIP1"
"ENY2",8.79406578346957e-36,0.38344205184583,0.543,0.368,1.82723098848931e-31,"Endothelial cells","ENY2"
"LDHA",8.87926461528094e-36,0.37015453473474,0.618,0.404,1.84493360176307e-31,"Endothelial cells","LDHA"
"SUMO1",9.23485594566635e-35,0.368280643432681,0.593,0.418,1.91881836839055e-30,"Endothelial cells","SUMO1"
"UQCRH.3",9.29453583769466e-35,-0.341269621990959,0.525,0.667,1.9312186563562e-30,"Endothelial cells","UQCRH"
"DNAJA1",2.21436373015573e-34,0.383938999920671,0.62,0.467,4.60100495851757e-30,"Endothelial cells","DNAJA1"
"LSMD1",3.1864653594729e-34,0.378757534302563,0.549,0.378,6.6208377239128e-30,"Endothelial cells","LSMD1"
"CHMP5",3.35776259434806e-34,0.382002672124292,0.5,0.319,6.9767591185364e-30,"Endothelial cells","CHMP5"
"MYL12B.2",1.01751405908072e-33,0.271464605558069,0.823,0.694,2.11419071195793e-29,"Endothelial cells","MYL12B"
"PRR13.2",1.44179370826879e-33,-0.408956927367407,0.333,0.551,2.99575896704089e-29,"Endothelial cells","PRR13"
"C4orf3",2.69312852742753e-33,0.347599276719872,0.579,0.391,5.59578245428892e-29,"Endothelial cells","C4orf3"
"C11orf58",6.93011811979366e-33,0.36390538376016,0.531,0.35,1.43993994293073e-28,"Endothelial cells","C11orf58"
"SERTAD1",3.64695256109921e-32,0.360542777080341,0.611,0.459,7.57763803145195e-28,"Endothelial cells","SERTAD1"
"ATP5G3.3",3.99158636197147e-32,-0.394303515127753,0.398,0.574,8.29371814290432e-28,"Endothelial cells","ATP5G3"
"NFKBIA.2",5.86791476956373e-32,0.320015993407643,0.749,0.621,1.21923533081995e-27,"Endothelial cells","NFKBIA"
"MGST2.2",1.97511980266231e-31,0.338373742755374,0.662,0.459,4.10390392597175e-27,"Endothelial cells","MGST2"
"IL32.1",8.51972962237522e-31,0.358728505707539,0.526,0.316,1.77022942093712e-26,"Endothelial cells","IL32"
"RHOA.1",9.20115666807328e-31,0.282934363885498,0.746,0.609,1.91181633249227e-26,"Endothelial cells","RHOA"
"ATP5I.3",6.76228222138012e-30,-0.276518083252245,0.638,0.772,1.40506699995836e-25,"Endothelial cells","ATP5I"
"NBEAL1",9.59450674111891e-30,-0.335586347163618,0.505,0.671,1.99354661066969e-25,"Endothelial cells","NBEAL1"
"DSTN.2",1.04800002919774e-29,0.267320726593858,0.733,0.625,2.17753446066705e-25,"Endothelial cells","DSTN"
"ADIRF.4",1.09372994222419e-29,0.350077547617762,0.679,0.501,2.27255207395342e-25,"Endothelial cells","ADIRF"
"TPM4",3.40854932683197e-29,0.349242364760182,0.544,0.382,7.08228379129147e-25,"Endothelial cells","TPM4"
"TMBIM4.1",2.21260200563316e-28,0.340257560855762,0.549,0.392,4.59734444730458e-24,"Endothelial cells","TMBIM4.1"
"TPM3",4.80270033596097e-28,0.315906021874613,0.625,0.479,9.9790507580597e-24,"Endothelial cells","TPM3"
"C12orf57",1.08083742210681e-27,0.335982961860748,0.557,0.398,2.24576399565353e-23,"Endothelial cells","C12orf57"
"CYCS",2.83619351286704e-27,-0.338632812067241,0.431,0.595,5.89304288103515e-23,"Endothelial cells","CYCS"
"YWHAZ.2",3.88137565139383e-27,-0.31719797204863,0.489,0.664,8.06472232846609e-23,"Endothelial cells","YWHAZ"
"PRDX5.4",4.00129300230693e-27,-0.290931171856885,0.564,0.715,8.31388660019334e-23,"Endothelial cells","PRDX5"
"SLC25A5.2",1.98501921434389e-26,-0.336358957477824,0.49,0.617,4.12447292356374e-22,"Endothelial cells","SLC25A5"
"ATP5J2.2",2.31602396663766e-26,-0.339101242280893,0.397,0.581,4.81223459787973e-22,"Endothelial cells","ATP5J2"
"RHOB.3",8.53513594127005e-26,-0.365877694005945,0.338,0.544,1.77343054587709e-21,"Endothelial cells","RHOB"
"SSR4.2",2.80254187362717e-25,-0.302529634843888,0.607,0.724,5.82312150502254e-21,"Endothelial cells","SSR4"
"C19orf43",4.544380756922e-25,0.288948741731597,0.6,0.455,9.44231433673254e-21,"Endothelial cells","C19orf43"
"GPX1.1",9.4535760575123e-25,0.300375562708931,0.587,0.441,1.96426403322991e-20,"Endothelial cells","GPX1"
"FOSB.2",1.76163592765789e-24,0.285836812870983,0.762,0.624,3.66032713048756e-20,"Endothelial cells","FOSB"
"CAMTA1",3.48565570752339e-24,0.319355564974709,0.515,0.377,7.24249542909211e-20,"Endothelial cells","CAMTA1"
"NDUFA1.2",4.07305391452675e-24,-0.278377438178346,0.539,0.685,8.46299142360367e-20,"Endothelial cells","NDUFA1"
"TUBB",5.36531970408339e-24,0.310978700992994,0.51,0.342,1.11480612811445e-19,"Endothelial cells","TUBB"
"PABPC1",6.28271434186566e-24,-0.287773074299113,0.518,0.679,1.30542238595285e-19,"Endothelial cells","PABPC1"
"DUSP1",8.38003575290864e-24,0.314933731413757,0.646,0.486,1.74120382873936e-19,"Endothelial cells","DUSP1"
"CDKN1A",1.74256432525185e-23,0.337143977496091,0.536,0.412,3.6207001550083e-19,"Endothelial cells","CDKN1A"
"LGALS3.3",2.93960604390057e-23,-0.34738343849752,0.475,0.584,6.1079134380166e-19,"Endothelial cells","LGALS3"
"PSMA4",4.03178775465575e-23,0.31052878282949,0.516,0.366,8.37724859662372e-19,"Endothelial cells","PSMA4"
"COX7B.2",5.81188255892416e-23,-0.324017652059888,0.408,0.564,1.20759295809326e-18,"Endothelial cells","COX7B"
"ID2.1",1.22574554832025e-22,0.337479594414768,0.503,0.352,2.54685410029981e-18,"Endothelial cells","ID2"
"RBM8A",4.45612788551054e-22,0.289033295741213,0.533,0.395,9.25894252051379e-18,"Endothelial cells","RBM8A"
"BLOC1S1.2",8.15994220229596e-22,-0.308096654923536,0.356,0.545,1.69547279079305e-17,"Endothelial cells","BLOC1S1"
"GKN1.5",9.67573436176968e-22,-0.60342806785517,0.462,0.571,2.0104240856885e-17,"Endothelial cells","GKN1"
"ATF3.2",1.64122096847851e-21,-0.342104597785218,0.313,0.501,3.41012892830466e-17,"Endothelial cells","ATF3"
"RBX1",1.78101746713947e-21,0.273885498332582,0.592,0.466,3.70059809322239e-17,"Endothelial cells","RBX1"
"FIS1",7.50672823639236e-21,0.27549028201593,0.544,0.413,1.5597479929576e-16,"Endothelial cells","FIS1"
"OCIAD2.3",1.72524427276385e-19,-0.304902864388236,0.352,0.511,3.58471254994872e-15,"Endothelial cells","OCIAD2"
"ERH",2.50121353707978e-19,0.268231941130068,0.552,0.436,5.19702148734436e-15,"Endothelial cells","ERH"
"PEBP1.3",3.32944830258307e-17,-0.274009399061712,0.393,0.525,6.91792768310711e-13,"Endothelial cells","PEBP1"
"RPSAP58.1",1.63522372937873e-16,-0.26698957781886,0.393,0.538,3.39766786490313e-12,"Endothelial cells","RPSAP58"
"PCSK1N",1.70101402329013e-122,1.51510654531648,0.851,0.111,3.53436693759222e-118,"Neurons","PCSK1N"
"SCG5",6.4064485060665e-119,1.31850567331858,0.787,0.097,1.3311318705905e-114,"Neurons","SCG5"
"CPE",1.22792262688611e-105,1.12021544356112,0.638,0.071,2.55137763414397e-101,"Neurons","CPE"
"CHGA",7.72878669193311e-88,1.42733798512517,0.638,0.085,1.60588729884986e-83,"Neurons","CHGA"
"SCGN",1.07558566019957e-74,0.940367346280129,0.511,0.062,2.23485188476266e-70,"Neurons","SCGN"
"CHGB",5.43497136890663e-60,1.00711554174874,0.521,0.078,1.12927835103142e-55,"Neurons","CHGB"
"MS4A8",9.9219539003836e-41,0.86723598097934,0.543,0.122,2.06158358142171e-36,"Neurons","MS4A8"
"TMSB4X.2",1.52311362375778e-38,-0.603619861403015,0.872,0.99,3.16472548744391e-34,"Neurons","TMSB4X"
"TUBA1A",2.65710831095857e-28,0.81331853698756,0.564,0.163,5.52093964850972e-24,"Neurons","TUBA1A"
"QDPR",1.92381408588355e-27,0.770355401553968,0.532,0.166,3.99730090764884e-23,"Neurons","QDPR"
"AGR2.5",1.99042192488255e-25,-0.993063101885263,0.394,0.792,4.13569867552097e-21,"Neurons","AGR2"
"C12orf75.1",4.0104581940704e-24,0.762940592171792,0.766,0.414,8.33293003563947e-20,"Neurons","C12orf75"
"C19orf33.6",8.39907187631813e-24,-1.13672976792419,0.096,0.647,1.74515915446138e-19,"Neurons","C19orf33"
"SPINK1.6",2.76008591598421e-23,-1.12622987871823,0.277,0.733,5.73490651623199e-19,"Neurons","SPINK1"
"LGALS3.4",7.1155303998512e-23,-1.15715255907151,0.032,0.584,1.47846490648108e-18,"Neurons","LGALS3"
"S100P.6",2.629490609647e-22,-1.09449794283683,0.266,0.713,5.46355558872453e-18,"Neurons","S100P"
"TM4SF4",2.90088181678078e-22,0.755880517341709,0.521,0.174,6.0274522389071e-18,"Neurons","TM4SF4"
"TMSB10.1",5.1633841056379e-22,-0.453879978247973,0.787,0.957,1.07284794946944e-17,"Neurons","TMSB10"
"GSTP1.4",1.89415271630223e-21,-0.650324375083554,0.543,0.863,3.93567051393276e-17,"Neurons","GSTP1"
"KRT19.5",8.57413911744235e-21,-0.799696942285832,0.436,0.792,1.78153462582217e-16,"Neurons","KRT19"
"CTSE.5",2.63299308819229e-20,-1.0079513588544,0.085,0.597,5.47083303864594e-16,"Neurons","CTSE"
"RPS6",4.90465522482073e-20,-0.336737551103458,0.862,0.962,1.01908926261325e-15,"Neurons","RPS6"
"RPS19",5.20249639827087e-20,-0.313576648538364,0.894,0.962,1.08097470163272e-15,"Neurons","RPS19"
"NDUFA4.1",6.12137107817758e-20,-0.846725344887341,0.234,0.722,1.27189848262374e-15,"Neurons","NDUFA4"
"SEC11C",5.54896744637692e-19,0.722661767095677,0.638,0.318,1.1529644560082e-14,"Neurons","SEC11C"
"IER3.5",1.90203006917732e-18,-0.901188160964393,0.16,0.638,3.95203807773663e-14,"Neurons","IER3"
"SFN.5",3.70657847994856e-18,-0.944223623009542,0.138,0.593,7.70152876563712e-14,"Neurons","SFN"
"NQO1.3",4.17960946872501e-18,-0.878058862125655,0.106,0.583,8.68439255411683e-14,"Neurons","NQO1"
"MDK",1.63458044051698e-17,0.666558201337807,0.723,0.415,3.39633123930619e-13,"Neurons","MDK"
"VAMP2",1.81370360749745e-17,0.688794126978756,0.617,0.314,3.76851335565821e-13,"Neurons","VAMP2"
"TACSTD2.5",2.65005540018273e-17,-0.935885191725207,0.043,0.501,5.50628511049968e-13,"Neurons","TACSTD2"
"ANXA2.2",2.78255311728682e-17,-0.836515518206978,0.245,0.669,5.78158886709855e-13,"Neurons","ANXA2"
"RNASE1.5",3.08300739068517e-17,-0.910587005837088,0.16,0.6,6.40587275636565e-13,"Neurons","RNASE1"
"S100A11.2",3.75012872262137e-17,-0.637827127367425,0.479,0.796,7.79201745986268e-13,"Neurons","S100A11"
"IFI27.5",4.91031184706696e-17,-0.723312793584679,0.447,0.791,1.02026459558357e-12,"Neurons","IFI27"
"EEF1D",6.59976661720868e-17,-0.648148974096905,0.415,0.793,1.37129950772362e-12,"Neurons","EEF1D"
"GAST.2",7.35857768160458e-17,0.845022304949005,0.872,0.615,1.5289652706838e-12,"Neurons","GAST"
"S100A14.5",8.05261522361372e-17,-0.948907646242288,0.053,0.507,1.67317239116246e-12,"Neurons","S100A14"
"PHLDA2.4",1.27274063386709e-16,-0.874582592708015,0.117,0.584,2.64450048904904e-12,"Neurons","PHLDA2"
"GPX4.1",3.10569866020215e-16,0.558995124701531,0.755,0.507,6.45302067616802e-12,"Neurons","GPX4"
"S100A6.4",4.95975893270434e-16,-0.299223223886113,0.926,0.965,1.03053871103731e-11,"Neurons","S100A6"
"KRT8.5",7.79285146902068e-16,-0.509054243590268,0.66,0.839,1.61919867823312e-11,"Neurons","KRT8"
"S100A10.2",4.41666477948378e-15,-0.76325261724023,0.298,0.672,9.1769460788114e-11,"Neurons","S100A10"
"CA2.5",4.43545479151636e-15,-0.8460727301161,0.149,0.574,9.2159879658127e-11,"Neurons","CA2"
"PRDX1.2",5.27346383748441e-15,-0.730967406374555,0.202,0.639,1.09572031615251e-10,"Neurons","PRDX1"
"CRIP1.3",5.70745666252487e-15,-0.791380645717709,0.213,0.611,1.18589534533942e-10,"Neurons","CRIP1"
"TM4SF1.4",9.40313507006589e-15,-0.793651637858098,0.181,0.589,1.95378340485829e-10,"Neurons","TM4SF1"
"MYL12A.1",2.26783996833838e-14,-0.683026703260022,0.277,0.675,4.71211788621348e-10,"Neurons","MYL12A"
"LYZ.4",2.43719753355758e-14,-0.555413225433446,0.66,0.849,5.06400903522595e-10,"Neurons","LYZ"
"TSPO.3",3.17533420667607e-14,-0.695012124019105,0.245,0.663,6.59770941463153e-10,"Neurons","TSPO"
"PFN1",7.44851232931368e-14,-0.392435983589066,0.723,0.888,1.5476518917848e-09,"Neurons","PFN1"
"GPX2.5",1.31462877233418e-13,-0.759870884577257,0.17,0.564,2.73153566315597e-09,"Neurons","GPX2"
"NFKBIA.3",2.74107257212327e-13,-0.691352026889922,0.234,0.625,5.69540059035772e-09,"Neurons","NFKBIA"
"KRT18.4",2.92671175344745e-13,-0.613078144180652,0.426,0.751,6.0811216813131e-09,"Neurons","KRT18"
