"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"FHL2.1",1.14762590451416e-169,0.415491760635747,0.827,0.354,2.38453710439953e-165,"9","FHL2"
"IL1RN.1",1.76231625238548e-169,0.281517473982739,0.678,0.248,3.66174070920655e-165,"9","IL1RN"
"PSMA4.2",2.30384200111174e-169,0.385919838709681,0.823,0.349,4.78692290990998e-165,"9","PSMA4"
"CSTB.6",1.07273634986824e-168,0.456983815820742,0.953,0.603,2.22893158775623e-164,"9","CSTB"
"NT5C3A.1",8.66958484863377e-168,0.264191626940799,0.623,0.227,1.80136633984913e-163,"9","NT5C3A"
"FBXW5.1",9.34873297299424e-168,0.271317872044638,0.67,0.249,1.94247973712874e-163,"9","FBXW5"
"UBE2L3.1",1.13885197597317e-167,0.363533149881379,0.807,0.334,2.36630663567704e-163,"9","UBE2L3"
"CDC37",5.50541634096473e-166,0.318975900201909,0.692,0.273,1.14391540732565e-161,"9","CDC37"
"EIF3H.2",1.73047845455741e-165,0.417319565499495,0.853,0.384,3.59558813287939e-161,"9","EIF3H"
"ITGA6.2",2.23726434934313e-165,0.339533892986189,0.729,0.293,4.64858786506516e-161,"9","ITGA6"
"PLA2G16.1",2.47115445308952e-165,0.282531221609088,0.591,0.215,5.1345647226294e-161,"9","PLA2G16"
"RAB10.1",5.72094142618298e-165,0.31561837579715,0.738,0.292,1.1886972095323e-160,"9","RAB10"
"ARPC3.2",3.32592268520392e-164,0.456162327443951,0.937,0.502,6.9106021553167e-160,"9","ARPC3"
"WASF2.1",1.25918250777383e-163,0.285465019166967,0.663,0.251,2.61632941465246e-159,"9","WASF2"
"TMEM141",5.22989767874542e-163,0.330853370331829,0.705,0.283,1.08666813968972e-158,"9","TMEM141"
"CAPG.1",3.45772155200801e-162,0.36452177843177,0.778,0.321,7.18445384076224e-158,"9","CAPG"
"KCNK1",1.3579402796117e-161,0.266549726595216,0.695,0.263,2.82152831297719e-157,"9","KCNK1"
"EI24.1",1.75830640567558e-161,0.329542973523334,0.723,0.291,3.65340904971271e-157,"9","EI24"
"C1orf43.1",2.83209625963869e-161,0.30430085322836,0.691,0.272,5.88452960827727e-157,"9","C1orf43"
"RPS4Y1.3",7.59639396243234e-161,0.477966511913727,0.925,0.421,1.57837873751419e-156,"9","RPS4Y1"
"PSMD4.1",3.5172793010053e-160,0.26764300399229,0.636,0.239,7.30820293162881e-156,"9","PSMD4"
"TMBIM1.1",7.41614537288752e-160,0.294661663728152,0.71,0.279,1.54092668557857e-155,"9","TMBIM1"
"PSMD8.1",1.17724130949044e-159,0.349357808170653,0.788,0.33,2.44607199285923e-155,"9","PSMD8"
"RSL1D1.1",3.1487550440524e-159,0.280502232395001,0.645,0.242,6.54248323053208e-155,"9","RSL1D1"
"PSMB3.2",4.83538534036776e-159,0.418929459621109,0.872,0.41,1.00469636602161e-154,"9","PSMB3"
"CAP1.1",9.66375886325934e-159,0.362693865824081,0.833,0.354,2.00793581660803e-154,"9","CAP1"
"RPL7.3",2.12984023580533e-158,0.265967425767031,0.999,0.912,4.42538204195632e-154,"9","RPL7"
"PPP4C.1",4.48028854263021e-158,0.360748802193687,0.819,0.35,9.30914353387705e-154,"9","PPP4C"
"HIGD1A.1",8.26549402921342e-158,0.421600865049539,0.898,0.41,1.71740434938996e-153,"9","HIGD1A"
"LSM3.1",2.84350749348013e-157,0.322953889442943,0.763,0.31,5.90823986995302e-153,"9","LSM3"
"TMED3.2",3.67898638766874e-157,0.300822421537749,0.681,0.267,7.6441979162981e-153,"9","TMED3"
"TMC5.2",6.19609068066689e-157,0.377411732741972,0.786,0.336,1.28742372162897e-152,"9","TMC5"
"ZC3H15",1.09450527208401e-156,0.288299138212627,0.698,0.274,2.27416305433616e-152,"9","ZC3H15"
"BCAP31.2",1.28964265764928e-156,0.338411258671277,0.754,0.313,2.67961951406367e-152,"9","BCAP31"
"RAB5C.1",2.9607215522509e-156,0.33564318260304,0.763,0.317,6.15178724126692e-152,"9","RAB5C"
"LAMTOR2",4.81772065910804e-156,0.313638342899421,0.753,0.306,1.00102599854947e-151,"9","LAMTOR2"
"CTNNB1.1",8.31744099551517e-156,0.274783849667031,0.688,0.266,1.72819789004814e-151,"9","CTNNB1"
"NHP2.1",1.56977569567573e-155,0.362835704438043,0.685,0.287,3.26167994047504e-151,"9","NHP2"
"GDI2.2",1.71686565873169e-155,0.342444794343401,0.781,0.325,3.56730346571271e-151,"9","GDI2"
"LRRC59.1",2.15919740746402e-155,0.329570063668404,0.751,0.31,4.48638037322875e-151,"9","LRRC59"
"GSTP1.4",2.34895933734918e-155,0.302718458007665,0.998,0.857,4.88066771114412e-151,"9","GSTP1"
"ZNF593",2.46492565453282e-155,0.296560647935417,0.637,0.249,5.12162252498829e-151,"9","ZNF593"
"ATP6V0B.1",3.15713327301978e-155,0.421644615295721,0.886,0.435,6.55989151468049e-151,"9","ATP6V0B"
"ETFB.2",2.15065871547421e-154,0.421667655220037,0.884,0.418,4.46863867901232e-150,"9","ETFB"
"LAMTOR5.2",7.08765819046087e-154,0.413960906480854,0.893,0.433,1.47267361881396e-149,"9","LAMTOR5"
"PVRL2.1",9.31662829789267e-154,0.291569667271583,0.685,0.271,1.93580902773614e-149,"9","PVRL2"
"PSMA1.2",2.37237796342444e-153,0.325300887052097,0.752,0.312,4.92932693240331e-149,"9","PSMA1"
"TAF9.1",3.10032845904537e-153,0.288573278489848,0.704,0.28,6.44186247220448e-149,"9","TAF9"
"SFN.7",1.95590889173431e-152,0.480789453208164,0.962,0.576,4.06398749524556e-148,"9","SFN"
"ENSA.1",2.28917059542227e-152,0.335666661891062,0.771,0.327,4.75643866316839e-148,"9","ENSA"
"TRAPPC1",9.25351233558843e-152,0.329350472182455,0.763,0.321,1.92269479308856e-147,"9","TRAPPC1"
"COX7A2L.2",3.59449918918959e-151,0.404101105546703,0.881,0.415,7.46865041529812e-147,"9","COX7A2L"
"ALKBH7.1",3.23198017044492e-150,0.356023513050746,0.779,0.34,6.71540839815044e-146,"9","ALKBH7"
"CALM1.6",3.48317359895941e-150,0.441591010144349,0.96,0.583,7.23733810391786e-146,"9","CALM1"
"RBM3.2",4.77237257999093e-149,0.439140743515856,0.917,0.485,9.91603574670516e-145,"9","RBM3"
"LSR.1",6.18515081205094e-149,0.360755267326101,0.811,0.354,1.28515063572794e-144,"9","LSR"
"RPS26.1",1.85052077468445e-148,0.308621397761679,0.987,0.803,3.84501206563935e-144,"9","RPS26"
"OCIAD1.1",2.18875649398657e-148,0.267525337344907,0.684,0.27,4.54779824320529e-144,"9","OCIAD1"
"UQCR10.3",1.87089458746712e-147,0.417087341217495,0.98,0.659,3.88734477383918e-143,"9","UQCR10"
"FAM177A1.1",3.73567879466607e-147,0.334229788763053,0.8,0.343,7.76199339955716e-143,"9","FAM177A1"
"AKR1B10.3",5.52837616293979e-147,0.472616991020349,0.916,0.446,1.14868599913563e-142,"9","AKR1B10"
"CHURC1",2.43959234598486e-146,0.275001387894942,0.71,0.288,5.06898497648735e-142,"9","CHURC1"
"EIF3F.1",6.67336633911397e-146,0.388943242682356,0.819,0.375,1.3865920579411e-141,"9","EIF3F"
"PA2G4.1",2.113462578357e-145,0.296650891845183,0.641,0.255,4.39135254531018e-141,"9","PA2G4"
"PSMA2.1.3",4.21656863143497e-145,0.411868420466802,0.913,0.441,8.76118630239558e-141,"9","PSMA2.1"
"AUP1",6.48384625453537e-145,0.299257072416883,0.695,0.287,1.34721357476736e-140,"9","AUP1"
"MUC5AC.9",1.57178104597859e-144,-0.767576085028609,0.468,0.698,3.26584665733432e-140,"9","MUC5AC"
"GUK1.1",7.8694229383083e-144,0.406655375926797,0.959,0.627,1.6351086981217e-139,"9","GUK1"
"MRPL20",3.31845504375799e-143,0.342926179458163,0.773,0.341,6.89508588992035e-139,"9","MRPL20"
"SPINT1.1",4.21640118395029e-143,0.281599394975908,0.726,0.295,8.76083838001191e-139,"9","SPINT1"
"C19orf10.1",4.32599750342027e-143,0.414571164128632,0.858,0.427,8.98855761260664e-139,"9","C19orf10"
"MTCH1",7.00704405146707e-143,0.275490015252201,0.664,0.267,1.45592361301383e-138,"9","MTCH1"
"MIEN1",7.01102117884686e-143,0.314165306369536,0.742,0.314,1.4567499805408e-138,"9","MIEN1"
"ATP5J2.4",8.76730853204294e-143,0.434196053829656,0.94,0.562,1.82167136678788e-138,"9","ATP5J2"
"PRDX3.2",1.01433780633612e-142,0.288510662171723,0.707,0.289,2.10759109400518e-138,"9","PRDX3"
"COMT.1",1.41916971295764e-142,0.263711564459953,0.639,0.251,2.94875082958339e-138,"9","COMT"
"COX6C.4",1.46568994759524e-142,0.34485358095886,0.992,0.759,3.04541057311339e-138,"9","COX6C"
"HSPA8.4",6.51412818776086e-142,0.428168812620521,0.959,0.591,1.35350555485295e-137,"9","HSPA8"
"SF3B14.2",1.28601586042252e-141,0.369646141601098,0.846,0.388,2.67208375478592e-137,"9","SF3B14"
"SOD1.4",1.74634758908665e-141,0.437252077318933,0.934,0.528,3.62856102060424e-137,"9","SOD1"
"PSMB6.1",1.64993270908643e-139,0.369254724831298,0.828,0.384,3.42823018293979e-135,"9","PSMB6"
"TMEM256.1",2.65332558797072e-139,0.30196944668931,0.73,0.304,5.51307990668556e-135,"9","TMEM256"
"S100A11.5",2.79880319026019e-139,0.344312767238643,0.99,0.787,5.81535326872262e-135,"9","S100A11"
"CSNK2B.1",3.67285805875615e-139,0.287743878060374,0.7,0.29,7.63146447448352e-135,"9","CSNK2B"
"H2AFY.1",3.97969141509218e-139,0.355069704624596,0.807,0.361,8.26900282227854e-135,"9","H2AFY"
"CMBL.1",6.5352625081514e-138,0.280140310901468,0.551,0.213,1.3578968439437e-133,"9","CMBL"
"SNRPD3",6.6595387444046e-138,0.264539803907358,0.689,0.28,1.38371896031239e-133,"9","SNRPD3"
"CAST.1",1.88551074359919e-137,0.324181692823536,0.794,0.346,3.91771422305039e-133,"9","CAST"
"PSMB1.1",1.61709295114985e-136,0.383010646625894,0.876,0.418,3.35999573389917e-132,"9","PSMB1"
"SYNGR2.1",2.99274934492974e-136,0.336042994000558,0.754,0.336,6.21833458889501e-132,"9","SYNGR2"
"EIF3L.1",3.14167392280754e-136,0.347262531102136,0.765,0.339,6.52777007680951e-132,"9","EIF3L"
"GOLM1.1",5.51813817936031e-136,0.37506295013744,0.85,0.391,1.14655875090749e-131,"9","GOLM1"
"ACTR2.1",1.13214964668716e-135,0.265612717948234,0.684,0.28,2.35238053588658e-131,"9","ACTR2"
"PARK7.1",1.48449480795956e-135,0.393804027221866,0.867,0.425,3.08448331197838e-131,"9","PARK7"
"CALM3.1",2.01582279976376e-135,0.320004910490667,0.782,0.339,4.18847661334915e-131,"9","CALM3"
"PLP2",4.54567959622017e-134,0.369637185252101,0.774,0.362,9.44501306502628e-130,"9","PLP2"
"C19orf77.1",7.62384212443881e-134,0.37210779950119,0.837,0.382,1.5840819166159e-129,"9","C19orf77"
"SPCS1.4",1.18160881616855e-133,0.397986366770105,0.903,0.461,2.45514679823502e-129,"9","SPCS1"
"AP3S1.1",1.50955261413834e-133,0.266215888248783,0.698,0.287,3.13654842165665e-129,"9","AP3S1"
"WDR1.1",4.0560773976101e-133,0.27470513930151,0.73,0.303,8.42771761675426e-129,"9","WDR1"
"RPS27L.5",5.5507926632731e-133,0.399720236668853,0.988,0.667,1.15334369957488e-128,"9","RPS27L"
"MRP63",6.1787244653526e-132,0.316460379040104,0.776,0.343,1.28381536941096e-127,"9","MRP63"
"ANXA10.8",1.47540864151682e-131,0.447163626199135,0.921,0.497,3.06560407534364e-127,"9","ANXA10"
"TCEB1.1",2.41102240201965e-131,0.27339089439202,0.738,0.312,5.00962234691643e-127,"9","TCEB1"
"TSPO.4",2.6772864170373e-131,0.395805591990757,0.954,0.649,5.56286571732009e-127,"9","TSPO"
"CLTB",6.2604923317091e-131,0.331348830003281,0.78,0.35,1.30080509668252e-126,"9","CLTB"
"ARPC1A.1",8.89134460675902e-131,0.354519564415656,0.832,0.386,1.84744358239239e-126,"9","ARPC1A"
"EIF5A.1",1.25339281390121e-130,0.366504261477915,0.743,0.353,2.60429958872394e-126,"9","EIF5A"
"TFF1.9",1.25445670101107e-129,-0.613476357964765,0.788,0.846,2.6065101333608e-125,"9","TFF1"
"TPM1.1",2.02965549934995e-129,0.387189999293432,0.883,0.438,4.21721819654932e-125,"9","TPM1"
"MRPL51.1",2.14469230583894e-129,0.307381835647565,0.737,0.322,4.45624167307215e-125,"9","MRPL51"
"RPSA.2",2.64776431730831e-129,0.332137178354266,0.968,0.753,5.5015246985032e-125,"9","RPSA"
"CTNNA1.1",3.33675944913779e-129,0.306925717863081,0.831,0.363,6.9331187834185e-125,"9","CTNNA1"
"SELT.1",4.64332175968655e-129,0.276519102161192,0.749,0.322,9.64789395227671e-125,"9","SELT"
"LMAN2.1",1.85289780952887e-128,0.355423265223564,0.827,0.39,3.84995106863908e-124,"9","LMAN2"
"CAPZB.1",1.44188779696188e-127,0.353790390493221,0.838,0.395,2.9959544645274e-123,"9","CAPZB"
"PPP1CC.2",5.08588925668577e-127,0.276499957700964,0.74,0.314,1.05674606975417e-122,"9","PPP1CC"
"NDUFS6.2",7.65433951864948e-127,0.399067875587588,0.884,0.471,1.59041866518499e-122,"9","NDUFS6"
"ACADVL.1",6.36564582895252e-126,0.342958344008964,0.81,0.38,1.32265389033975e-121,"9","ACADVL"
"RPL4.3",1.42241137184295e-125,0.371969683463724,0.956,0.678,2.95548634841529e-121,"9","RPL4"
"MRPS21",5.10522512332206e-125,0.327732951031204,0.821,0.381,1.06076367612386e-120,"9","MRPS21"
"MDK.2",5.65622989716336e-125,0.340239980531718,0.844,0.397,1.1752514480326e-120,"9","MDK"
"CBR1.1",6.02321938799875e-125,0.335226142191369,0.836,0.382,1.25150452443838e-120,"9","CBR1"
"TECR.1",6.0931926973948e-125,0.264334290113633,0.684,0.288,1.26604357866469e-120,"9","TECR"
"PPIA.3",1.10134360363951e-124,0.353540676099712,0.969,0.705,2.28837173964218e-120,"9","PPIA"
"FCGRT.2",1.25736221588075e-124,0.37685328266899,0.867,0.418,2.61254721215702e-120,"9","FCGRT"
"NDUFB10.1",1.52329181493828e-124,0.368756580864029,0.839,0.416,3.16509573307875e-120,"9","NDUFB10"
"CLTA.1",3.1544170734485e-124,0.368978884730561,0.87,0.426,6.55424779521128e-120,"9","CLTA"
"IFITM3",2.93768386948786e-123,0.293172763137894,0.764,0.342,6.10391954402187e-119,"9","IFITM3"
"JUND.6",4.10364984217182e-123,-0.422022016974768,0.821,0.76,8.52656364206461e-119,"9","JUND"
"FOS.2",4.8971099773473e-123,-0.60011674015079,0.685,0.732,1.01752151109322e-118,"9","FOS"
"CHMP5.1",6.13890766342896e-123,0.268686101366855,0.707,0.305,1.27554223430727e-118,"9","CHMP5"
"TPD52.3",1.27887867721421e-122,0.369942181551355,0.894,0.436,2.65725411551569e-118,"9","TPD52"
"COX14.1",1.60889324847935e-122,0.310973868215165,0.789,0.358,3.3429583916904e-118,"9","COX14"
"TPM3.2",2.67674918074568e-122,0.387345392200331,0.9,0.463,5.56174944775338e-118,"9","TPM3"
"HINT1.3",3.12969293402302e-122,0.386700423360916,0.979,0.647,6.50287597831303e-118,"9","HINT1"
"ATP1A1.2",4.60906992435343e-122,0.315335682553663,0.801,0.358,9.57672548882156e-118,"9","ATP1A1"
"GNB2L1.2",5.01285746213139e-122,0.274951379858476,0.989,0.822,1.04157152348166e-117,"9","GNB2L1"
"ARL14.3",1.34162764725398e-121,0.397640859488454,0.878,0.447,2.78763392546431e-117,"9","ARL14"
"GPX1.1",3.69129757471018e-121,0.382957530700713,0.824,0.427,7.66977810073282e-117,"9","GPX1"
"SNRPB.1",6.31751018328235e-121,0.331804639259549,0.795,0.366,1.31265226588241e-116,"9","SNRPB"
"CYP3A5.1",1.35790737142629e-120,0.314368697779337,0.796,0.361,2.82145993634954e-116,"9","CYP3A5"
"NDUFC1.1",1.3792400046072e-120,0.335526487121138,0.83,0.394,2.86578488157284e-116,"9","NDUFC1"
"HSBP1.1",4.48015874310075e-120,0.35839516397773,0.882,0.429,9.30887383641474e-116,"9","HSBP1"
"GRN",4.91957556415e-120,0.26876124344078,0.71,0.311,1.02218941071909e-115,"9","GRN"
"PRDX1.3",7.81781837243502e-120,0.398347869965669,0.968,0.623,1.62438630142455e-115,"9","PRDX1"
"PLAC8.2",4.83744281285817e-119,0.344191555715146,0.715,0.326,1.00512386765567e-114,"9","PLAC8"
"EIF3G",2.40788519798695e-118,0.285910379223429,0.734,0.327,5.00310386437728e-114,"9","EIF3G"
"GNG5.3",5.6796963311019e-118,0.389686239025463,0.913,0.509,1.18012730367635e-113,"9","GNG5"
"DSP",1.49907076984266e-117,0.271007007923665,0.769,0.341,3.11476924557907e-113,"9","DSP"
"UBXN1",2.01431728078558e-117,0.278925923277121,0.762,0.341,4.18534844601627e-113,"9","UBXN1"
"C4orf3.1",2.2520057642888e-117,0.311953840680238,0.813,0.376,4.67921757703926e-113,"9","C4orf3"
"IGJ.4",2.27914249240083e-117,-0.846378293362781,0.435,0.593,4.73560227071045e-113,"9","IGJ"
"CNBP.2",3.00315924712161e-117,0.32438095041468,0.805,0.376,6.23996428366927e-113,"9","CNBP"
"RAN.2",5.8070506333589e-117,0.373672287768183,0.858,0.438,1.20658898059931e-112,"9","RAN"
"RANBP1.1",6.3777146735908e-117,0.303391500031762,0.721,0.326,1.3251615548787e-112,"9","RANBP1"
"PSMA7.3",6.28973070167775e-115,0.393487625279879,0.903,0.491,1.3068802451946e-110,"9","PSMA7"
"ERGIC3.3",8.0337068826995e-115,0.343115480769393,0.819,0.396,1.6692436160873e-110,"9","ERGIC3"
"SNRPE.1",8.09285735960896e-115,0.287477695608172,0.751,0.335,1.68153390217955e-110,"9","SNRPE"
"RAB11A.1",1.3137873990646e-114,0.344434560585964,0.883,0.433,2.72978745777642e-110,"9","RAB11A"
"ATP5L.2",1.14209768697489e-113,0.303893222752965,0.988,0.769,2.37305057399643e-109,"9","ATP5L"
"ATP1B1.3",1.2607716294144e-113,0.361603181408409,0.88,0.434,2.61963129159724e-109,"9","ATP1B1"
"COX6B1.3",1.75084785207375e-112,0.32657552104067,0.968,0.728,3.63791166703883e-108,"9","COX6B1"
"PPP1CA.1",6.37184450770896e-112,0.345945920751682,0.872,0.435,1.32394185181177e-107,"9","PPP1CA"
"CDH1.1",7.07967259619944e-112,0.275444151670047,0.786,0.351,1.47101437203832e-107,"9","CDH1"
"SNRPD1.1",1.69419352819322e-111,0.263868126975922,0.738,0.324,3.52019531287987e-107,"9","SNRPD1"
"RPL5.3",2.50819354430917e-111,0.325292059960919,0.965,0.741,5.2115245463656e-107,"9","RPL5"
"COX8A.3",1.22837237157316e-110,0.369138380682305,0.971,0.666,2.55231211365471e-106,"9","COX8A"
"SPINT2.5",2.05449972703964e-110,0.401465998293807,0.946,0.545,4.26883953284296e-106,"9","SPINT2"
"TMBIM4.1.1",3.2959035632817e-110,0.2894927693393,0.809,0.377,6.84822842378672e-106,"9","TMBIM4.1"
"C19orf70",3.25652645128238e-109,0.303880925680572,0.812,0.384,6.76641066047454e-105,"9","C19orf70"
"BANF1.1",5.7899650780643e-109,0.276426825804703,0.74,0.336,1.2030389439202e-104,"9","BANF1"
"GADD45GIP1.1",4.67374950415734e-108,0.285185427721723,0.699,0.324,9.71111671973812e-104,"9","GADD45GIP1"
"UFC1",6.36856640586994e-108,0.293782359715403,0.776,0.365,1.32326072781166e-103,"9","UFC1"
"ENY2.2",1.7068846859606e-107,0.263903136039293,0.777,0.353,3.54656500048894e-103,"9","ENY2"
"FKBP8",2.16894476284664e-107,0.267707288168827,0.73,0.334,4.50663342824275e-103,"9","FKBP8"
"STRA13.1",2.15563362402772e-106,0.275844151684976,0.754,0.342,4.4789755440048e-102,"9","STRA13"
"NOP10.3",1.05262126803904e-105,0.371323264455052,0.926,0.505,2.18713647073151e-101,"9","NOP10"
"ZNHIT1.1",1.9551129251158e-104,0.346649919590376,0.881,0.459,4.06233363580561e-100,"9","ZNHIT1"
"CHMP2A.1",2.01661150514318e-103,0.324249900034629,0.843,0.422,4.1901153853865e-99,"9","CHMP2A"
"FIS1.1",2.54567947203256e-103,0.31669310871857,0.805,0.399,5.28941280698926e-99,"9","FIS1"
"ANXA1.1",3.58547223792844e-103,0.279438248936501,0.611,0.273,7.44989421596771e-99,"9","ANXA1"
"MRPL23",4.6258802968464e-103,0.320742137279548,0.807,0.399,9.61165408078744e-99,"9","MRPL23"
"EIF2S2.1",7.16078141317832e-103,0.339366540431496,0.869,0.442,1.48786716203019e-98,"9","EIF2S2"
"POLD4.2",6.05294448652263e-102,0.340340078820207,0.851,0.441,1.25768080540967e-97,"9","POLD4"
"HIGD2A.1",2.33870829828643e-101,0.33926213471634,0.856,0.445,4.85936810217954e-97,"9","HIGD2A"
"PSME1.2",7.14112628951482e-101,0.344972500933404,0.86,0.451,1.48378322043539e-96,"9","PSME1"
"MAL2.2",8.46243607940775e-101,0.284296577542425,0.83,0.388,1.75832496857934e-96,"9","MAL2"
"YBX1.3",1.01429603414282e-100,0.366643104293232,0.904,0.499,2.10750429974194e-96,"9","YBX1"
"ZNF706.2",1.48438616837429e-99,0.346905568965773,0.901,0.475,3.0842575806481e-95,"9","ZNF706"
"TUBB2A.1",1.33407010825943e-98,0.275987785123089,0.754,0.354,2.77193087094144e-94,"9","TUBB2A"
"PRDX6.1",2.25819196221115e-98,0.270027149173895,0.773,0.364,4.69207125908234e-94,"9","PRDX6"
"FOSB.4",1.95236906604937e-96,-0.57179893935612,0.583,0.629,4.05663244543737e-92,"9","FOSB"
"RPL22.2",3.5412298180388e-96,0.318704869255307,0.971,0.726,7.35796731592102e-92,"9","RPL22"
"SEP15",7.86280934716464e-96,0.266387122064736,0.799,0.38,1.63373452615387e-91,"9","SEP15"
"MTDH",6.20925976886804e-95,0.265498910624136,0.763,0.361,1.2901599947754e-90,"9","MTDH"
"CD151",6.71655277438615e-95,0.30938242835842,0.816,0.412,1.39556533546195e-90,"9","CD151"
"SERBP1.1",1.2413865337644e-94,0.318027332577612,0.833,0.422,2.57935293985567e-90,"9","SERBP1"
"NDUFB4.2",1.9709221721844e-94,0.325059513217615,0.854,0.448,4.09518208936475e-90,"9","NDUFB4"
"COPE.2",3.92190855146557e-94,0.348996063462223,0.905,0.494,8.14894158823516e-90,"9","COPE"
"HSPA5.5",2.22117797118966e-92,0.343135089928108,0.912,0.5,4.61516358853788e-88,"9","HSPA5"
"SF3B5",5.75250561664853e-91,0.315410293014004,0.836,0.439,1.19525561702723e-86,"9","SF3B5"
"ACTN4.1",2.39045491024217e-90,0.318989683390357,0.862,0.447,4.96688721250118e-86,"9","ACTN4"
"TM4SF1.6",1.29553055336487e-88,0.368055136155929,0.936,0.573,2.69185338378153e-84,"9","TM4SF1"
"SNRPG.2",7.83065515395806e-88,0.321858886366309,0.897,0.471,1.62705352788941e-83,"9","SNRPG"
"CHMP4B.2",1.59515959286734e-87,0.326528946016156,0.893,0.478,3.31442260205976e-83,"9","CHMP4B"
"YWHAB.3",4.1036765292415e-87,0.334099111232482,0.901,0.488,8.526619092458e-83,"9","YWHAB"
"C19orf43.1",1.31215988213214e-86,0.302211327921028,0.845,0.441,2.72640580309415e-82,"9","C19orf43"
"ARPC2.3",6.07664400793349e-86,0.35297764726546,0.949,0.589,1.26260509196842e-81,"9","ARPC2"
"SEPW1.3",3.86425028994828e-85,0.320514349766044,0.852,0.451,8.02913925245454e-81,"9","SEPW1"
"ATPIF1.2",8.48741146256319e-85,0.343775295242346,0.927,0.582,1.76351435369138e-80,"9","ATPIF1"
"H2AFJ.1",8.84371318845614e-85,0.28205005278178,0.777,0.393,1.83754672629742e-80,"9","H2AFJ"
"BRK1.2",2.15607615197157e-84,0.324745167397425,0.886,0.483,4.47989502856653e-80,"9","BRK1"
"NEDD8.1",4.32788270672814e-84,0.318713079750281,0.895,0.49,8.99247468803974e-80,"9","NEDD8"
"EIF3E.3",5.39837466392662e-84,0.334720279689353,0.889,0.494,1.12167428767067e-79,"9","EIF3E"
"VIMP.2",4.62466659112997e-83,0.265244120821034,0.841,0.415,9.60913224304985e-79,"9","VIMP"
"SCP2.3",4.96532765703579e-83,0.347164059428386,0.953,0.568,1.0316957805789e-78,"9","SCP2"
"RAB1A.1",8.91774329418343e-83,0.289672466678248,0.866,0.447,1.85292870166543e-78,"9","RAB1A"
"NDUFA2.1",1.37007340675542e-82,0.281230506184744,0.835,0.427,2.84673852455641e-78,"9","NDUFA2"
"LMO7.2",2.21903118144742e-82,0.281467137832868,0.827,0.422,4.61070298881144e-78,"9","LMO7"
"NDUFS5.3",3.10544984037587e-81,0.337923514007608,0.919,0.577,6.45250367833299e-77,"9","NDUFS5"
"DBI.4",2.07702294247274e-80,0.336322559360744,0.914,0.57,4.31563826986986e-76,"9","DBI"
"SLIRP.4",2.56120744150329e-80,0.318577328603663,0.906,0.504,5.32167682195554e-76,"9","SLIRP"
"PTGES3.1",5.03245682787345e-80,0.270883829479412,0.805,0.413,1.04564387969555e-75,"9","PTGES3"
"NHP2L1.1",1.13842332192161e-79,0.28005437605311,0.837,0.434,2.36541597828872e-75,"9","NHP2L1"
"NDUFB2.4",1.23660992607445e-79,0.333046450729985,0.96,0.627,2.5694281043975e-75,"9","NDUFB2"
"EIF4A1.2",3.84542388711142e-79,0.319515121893002,0.963,0.672,7.99002175264011e-75,"9","EIF4A1"
"SCAND1.1",2.61168493963781e-76,0.263184783433295,0.808,0.422,5.42655896757944e-72,"9","SCAND1"
"ATP6V0E1.1",3.28838011370771e-75,0.300530309989209,0.893,0.498,6.83259620026187e-71,"9","ATP6V0E1"
"FXYD3.6",2.16966313740315e-74,0.330308104560921,0.979,0.713,4.50812606689626e-70,"9","FXYD3"
"ISG20.2",5.17528461873821e-74,0.269792638254086,0.76,0.398,1.07532063808142e-69,"9","ISG20"
"ZFP36.7",1.14984760899752e-73,-0.574113483600691,0.536,0.578,2.38915336197504e-69,"9","ZFP36"
"LGALS3BP.2",5.31162201584772e-73,0.317755831713602,0.893,0.498,1.10364882245284e-68,"9","LGALS3BP"
"BLVRB.1",2.47282180174461e-72,0.273932406331459,0.854,0.445,5.13802913966494e-68,"9","BLVRB"
"NPM1.5",9.41476468550736e-72,0.326783708310126,0.929,0.604,1.95619980635472e-67,"9","NPM1"
"BSG.3",4.47335366562776e-71,0.320420401874071,0.899,0.531,9.29473424644136e-67,"9","BSG"
"PDIA6.3",1.30124998582181e-70,0.268045868692914,0.831,0.437,2.70373722054055e-66,"9","PDIA6"
"CYBA.4",5.50289330783428e-70,0.313405451582241,0.95,0.615,1.14339117150181e-65,"9","CYBA"
"SAP18.2",6.77612955825274e-70,0.301432039659091,0.89,0.514,1.40794419961375e-65,"9","SAP18"
"ARF1",1.20178143159716e-69,0.297325600412522,0.886,0.501,2.49706145857258e-65,"9","ARF1"
"JUN.3",3.59793744901063e-67,-0.360981331276461,0.83,0.722,7.47579443155428e-63,"9","JUN"
"FABP5.2",6.67086820748354e-66,0.272704461848916,0.778,0.444,1.38607299615093e-61,"9","FABP5"
"LSM7.1",9.0347440469487e-64,0.263759109686341,0.841,0.456,1.877239118075e-59,"9","LSM7"
"CTSD.2",4.73330842169348e-63,0.265937277799938,0.842,0.469,9.83486823859471e-59,"9","CTSD"
"VAMP8.4",1.11235908804818e-59,0.290060323622271,0.912,0.53,2.3112597131465e-55,"9","VAMP8"
"SHFM1.2",3.29856556556431e-59,0.276657813486119,0.902,0.521,6.85375953212952e-55,"9","SHFM1"
"SUB1.2",1.10245274972302e-58,0.296254393077796,0.954,0.613,2.29067632337449e-54,"9","SUB1"
