"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"GKN2",0,1.01104254041148,0.969,0.403,0,"0","GKN2"
"MUC5AC",0,0.8180712675215,0.993,0.622,0,"0","MUC5AC"
"TFF1",0,0.771262822706979,0.999,0.809,0,"0","TFF1"
"DPCR1",0,0.74785830215192,0.7,0.252,0,"0","DPCR1"
"S100P",0,0.707634832871638,0.984,0.653,0,"0","S100P"
"CA2",0,0.694517516777367,0.887,0.504,0,"0","CA2"
"GKN1",0,0.687800237921288,0.892,0.499,0,"0","GKN1"
"CLDN18",0,0.683751946870482,0.945,0.589,0,"0","CLDN18"
"SPINK1",0,0.675864088850399,0.986,0.677,0,"0","SPINK1"
"GPX2",0,0.675075100226425,0.859,0.498,0,"0","GPX2"
"ALDH3A1",0,0.66765933165341,0.594,0.233,0,"0","ALDH3A1"
"C19orf33",0,0.635171490978688,0.92,0.585,0,"0","C19orf33"
"TFF2",0,0.630967395104334,0.977,0.636,0,"0","TFF2"
"KLF2",0,0.626181126321924,0.721,0.383,0,"0","KLF2"
"PDE4C",0,0.623669125371703,0.659,0.328,0,"0","PDE4C"
"CTSE",0,0.571907612183732,0.869,0.535,0,"0","CTSE"
"FOXQ1",0,0.568013573257221,0.611,0.292,0,"0","FOXQ1"
"MUC1",0,0.559443080489202,0.885,0.538,0,"0","MUC1"
"AGR2",0,0.550651549534992,0.982,0.749,0,"0","AGR2"
"AKR1B10",0,0.544966517101112,0.738,0.406,0,"0","AKR1B10"
"TACSTD2",0,0.542623471315259,0.757,0.444,0,"0","TACSTD2"
"VSIG1",0,0.534212344610209,0.517,0.207,0,"0","VSIG1"
"RNASE1",0,0.520254027978826,0.849,0.544,0,"0","RNASE1"
"ANXA10",0,0.509496523020884,0.763,0.461,0,"0","ANXA10"
"LAMB3",0,0.50650015526677,0.631,0.366,0,"0","LAMB3"
"SMIM22",0,0.506335194056851,0.894,0.632,0,"0","SMIM22"
"NQO1",0,0.503583466712429,0.799,0.534,0,"0","NQO1"
"CRIP1",0,0.501101486165238,0.824,0.564,0,"0","CRIP1"
"CYSTM1",0,0.495031766747931,0.989,0.819,0,"0","CYSTM1"
"CXCL17",0,0.482220730835998,0.566,0.262,0,"0","CXCL17"
"TESC",0,0.477602149208667,0.556,0.282,0,"0","TESC"
"MT1E",0,0.476556952050296,0.735,0.5,0,"0","MT1E"
"MAL2",0,0.473112879255791,0.61,0.362,0,"0","MAL2"
"VSIG2",0,0.460943583496932,0.76,0.51,0,"0","VSIG2"
"MSMB",0,0.448469652842485,0.751,0.429,0,"0","MSMB"
"STARD10",0,0.448304157845208,0.632,0.403,0,"0","STARD10"
"IER3",0,0.441654536173207,0.828,0.594,0,"0","IER3"
"TAGLN2",0,0.437725188478666,0.896,0.716,0,"0","TAGLN2"
"LINC01133",0,0.433770957004597,0.529,0.285,0,"0","LINC01133"
"TSPO",0,0.426059827626438,0.829,0.625,0,"0","TSPO"
"PPDPF",0,0.42401690429084,0.95,0.803,0,"0","PPDPF"
"RHOB",0,0.410500440442852,0.7,0.505,0,"0","RHOB"
"SFN",0,0.410344329959224,0.79,0.548,0,"0","SFN"
"FXYD3",0,0.40265701056589,0.91,0.684,0,"0","FXYD3"
"S100A11",0,0.374757807352765,0.925,0.767,0,"0","S100A11"
"JUND",0,0.365786590677665,0.89,0.734,0,"0","JUND"
"SEC61G",0,0.350606611522272,0.85,0.726,0,"0","SEC61G"
"EZR",0,0.340772165397087,0.805,0.64,0,"0","EZR"
"KRT19",0,0.336653406867414,0.956,0.755,0,"0","KRT19"
"IFI27",0,0.336224562234646,0.94,0.757,0,"0","IFI27"
"KLF6",0,0.329340445114352,0.933,0.813,0,"0","KLF6"
"GSTP1",0,0.294423240297583,0.955,0.842,0,"0","GSTP1"
"MALAT1",0,-0.300504502506824,0.987,0.994,0,"0","MALAT1"
"HLA-C",0,-0.443751582735581,0.593,0.791,0,"0","HLA-C"
"AKR1C3",2.30661343637403e-303,0.421111690877245,0.557,0.336,4.79268139809796e-299,"0","AKR1C3"
"CD74",3.68639215897583e-298,-0.528447204380362,0.291,0.539,7.65958562791997e-294,"0","CD74"
"NBEAL1",1.22914833654973e-297,0.316817279990746,0.773,0.645,2.55392441368303e-293,"0","NBEAL1"
"MT1G",2.04666822816899e-292,0.436906893909033,0.71,0.492,4.25256724448954e-288,"0","MT1G"
"SULT1C2",2.12990022071168e-292,0.412276863691804,0.505,0.298,4.42550667859473e-288,"0","SULT1C2"
"MARCKS",1.1517260808282e-282,0.40863204442842,0.565,0.366,2.39305645074483e-278,"0","MARCKS"
"SMIM14",3.99490809118677e-275,0.407497014986825,0.51,0.311,8.30062003186787e-271,"0","SMIM14"
"HSPB1",7.41376978769481e-274,0.308690414805861,0.831,0.678,1.54043308648723e-269,"0","HSPB1"
"KRT8",1.18189751282107e-269,0.28931742442664,0.971,0.809,2.45574665213962e-265,"0","KRT8"
"PSCA",1.41756982748159e-261,0.391382378295752,0.668,0.398,2.94542658754126e-257,"0","PSCA"
"JUNB",2.50009991596151e-260,-0.444773719139348,0.462,0.674,5.19470760538482e-256,"0","JUNB"
"CSTB",3.48443333296263e-251,0.302852386165899,0.742,0.591,7.23995557922976e-247,"0","CSTB"
"CIRBP",5.31715338249589e-250,-0.391924258234188,0.358,0.592,1.104798129815e-245,"0","CIRBP"
"HPGD",1.20059929157208e-246,0.381203364100416,0.522,0.308,2.49460520802846e-242,"0","HPGD"
"RAB11FIP1",1.60961402162064e-244,0.359709512979061,0.629,0.46,3.34445601412336e-240,"0","RAB11FIP1"
"AHNAK",5.96065477977073e-238,0.359970081267968,0.595,0.425,1.23850485014076e-233,"0","AHNAK"
"KLF4",5.81938184984738e-234,0.353828096783099,0.626,0.448,1.20915116076129e-229,"0","KLF4"
"RAC1",1.20181325937484e-225,0.337716200323421,0.618,0.462,2.49712759032905e-221,"0","RAC1"
"SDC4",5.54063626091424e-224,0.376408226640383,0.516,0.344,1.15123340229276e-219,"0","SDC4"
"BLVRB",1.31683163839511e-222,0.340965358093389,0.591,0.434,2.73611277825736e-218,"0","BLVRB"
"ARL14",1.5762052133964e-218,0.362025432047969,0.615,0.432,3.27503919239503e-214,"0","ARL14"
"RBM47",3.92279444551997e-218,0.351268511308302,0.563,0.401,8.15078229890139e-214,"0","RBM47"
"SQSTM1",1.6650543715772e-217,0.301926439867536,0.709,0.588,3.45964997326311e-213,"0","SQSTM1"
"ARF6",1.58860276433298e-214,0.356606545321559,0.557,0.394,3.30079882373107e-210,"0","ARF6"
"GSN",2.41810575711054e-213,0.33749416893858,0.641,0.435,5.02434014212428e-209,"0","GSN"
"MT1X",4.63758567671161e-209,0.376859213582184,0.63,0.454,9.63597551907139e-205,"0","MT1X"
"HN1",1.20215943915171e-202,0.314300362497234,0.685,0.498,2.49784688266943e-198,"0","HN1"
"ALDH1A1",1.17181579777817e-201,0.344413576539346,0.537,0.376,2.43479886462347e-197,"0","ALDH1A1"
"FABP5",3.24735294707121e-198,0.307674993424022,0.621,0.422,6.74734995342457e-194,"0","FABP5"
"AKR7A3",5.5282798728169e-195,0.332896698087808,0.532,0.347,1.1486659919739e-190,"0","AKR7A3"
"LMO7",1.64054560008937e-191,0.330781880893175,0.577,0.41,3.40872564786569e-187,"0","LMO7"
"PHLDA2",1.49708519347736e-188,0.308751460969576,0.739,0.548,3.11064361500726e-184,"0","PHLDA2"
"KLF5",6.17783120814457e-185,0.33748435021958,0.541,0.394,1.28362976842828e-180,"0","KLF5"
"GAST",3.19564538070085e-183,0.299173042523944,0.844,0.566,6.63991197202023e-179,"0","GAST"
"HSPA8",1.57985303134913e-167,-0.302594900364605,0.478,0.635,3.28261862853722e-163,"0","HSPA8"
"CALM1",1.21622697983188e-159,-0.289744113950539,0.47,0.626,2.52707641869467e-155,"0","CALM1"
"SPCS1",1.54514808420784e-156,-0.304503711988679,0.317,0.515,3.21050868936706e-152,"0","SPCS1"
"SLPI",4.79302390094268e-149,0.294666349814896,0.51,0.347,9.9589450613787e-145,"0","SLPI"
"MZT2B",9.40599901213718e-146,0.27534907665456,0.587,0.477,1.95437847474186e-141,"0","MZT2B"
"TM9SF3",2.85921506221481e-139,0.284389584981336,0.524,0.406,5.94087705626992e-135,"0","TM9SF3"
"HLA-E",2.1475497126663e-138,-0.293547449151241,0.382,0.568,4.46217879297805e-134,"0","HLA-E"
"SDCBP",6.09441960983517e-135,0.269191095811891,0.601,0.489,1.26629850653155e-130,"0","SDCBP"
"HMGA1",7.6889719794601e-135,0.28322471326821,0.534,0.398,1.59761459789222e-130,"0","HMGA1"
"SEPW1",3.59780948834507e-132,-0.280710555057166,0.322,0.5,7.47552855488338e-128,"0","SEPW1"
"ZFP36",3.14302465684632e-104,-0.279131310198393,0.455,0.602,6.53057663199529e-100,"0","ZFP36"
"DNAJB1",4.12538499893786e-97,-0.264605676902153,0.394,0.538,8.57172495079307e-93,"0","DNAJB1"
"GKN1.1",0,1.60893425910054,0.999,0.502,0,"1","GKN1"
"GKN2.1",0,1.38279658897168,0.999,0.427,0,"1","GKN2"
"PSCA.1",0,1.37882121158583,0.933,0.37,0,"1","PSCA"
"DPCR1.1",0,1.15374881606102,0.824,0.254,0,"1","DPCR1"
"MUC5AC.1",0,0.990693307158414,0.999,0.639,0,"1","MUC5AC"
"TFF2.1",0,0.939607764258923,0.994,0.651,0,"1","TFF2"
"PHGR1",0,0.936860397107282,0.968,0.547,0,"1","PHGR1"
"MUC1.1",0,0.936806893447904,0.942,0.547,0,"1","MUC1"
"RNASE1.1",0,0.876570077860254,0.906,0.55,0,"1","RNASE1"
"TFF1.1",0,0.875564676525342,1,0.819,0,"1","TFF1"
"S100P.1",0,0.840886291205738,0.991,0.668,0,"1","S100P"
"LINC01133.1",0,0.779363452022096,0.6,0.286,0,"1","LINC01133"
"FCGBP",0,0.777935465115675,0.515,0.177,0,"1","FCGBP"
"CA2.1",0,0.771555572794137,0.872,0.525,0,"1","CA2"
"GSN.1",0,0.74455014204087,0.736,0.43,0,"1","GSN"
"TESC.1",0,0.66251363575494,0.57,0.293,0,"1","TESC"
"MT1G.1",0,0.662095419174219,0.694,0.505,0,"1","MT1G"
"CAPN8",0,0.635062185370052,0.513,0.297,0,"1","CAPN8"
"VSIG2.1",0,0.625459848813996,0.761,0.522,0,"1","VSIG2"
"C19orf33.1",0,0.617934749238376,0.877,0.609,0,"1","C19orf33"
"SMIM22.1",0,0.604264558281059,0.877,0.648,0,"1","SMIM22"
"CLDN18.1",0,0.600556782912378,0.889,0.616,0,"1","CLDN18"
"IFI27.1",0,0.58929539045692,0.966,0.762,0,"1","IFI27"
"LAMB3.1",0,0.568912610011998,0.578,0.388,0,"1","LAMB3"
"SPINK1.1",0,0.559443315637549,0.962,0.696,0,"1","SPINK1"
"KLF2.1",0,0.558970717028629,0.623,0.415,0,"1","KLF2"
"CTSE.1",0,0.541392215770799,0.804,0.562,0,"1","CTSE"
"MSMB.1",0,0.493151157797197,0.694,0.454,0,"1","MSMB"
"TAGLN2.1",0,0.492693245031915,0.884,0.727,0,"1","TAGLN2"
"GAST.1",0,0.453479700862,0.851,0.579,0,"1","GAST"
"JUND.1",0,0.44431521159226,0.855,0.747,0,"1","JUND"
"CYSTM1.1",0,0.351469118933544,0.97,0.831,0,"1","CYSTM1"
"S100A6",0,0.348985490444251,1,0.96,0,"1","S100A6"
"FXYD3.1",0,0.318119775210451,0.823,0.709,0,"1","FXYD3"
"PPDPF.1",0,0.279228870924173,0.895,0.819,0,"1","PPDPF"
"RPS14",0,-0.284107135012613,0.908,0.99,0,"1","RPS14"
"RPL10",0,-0.293135051135117,0.939,0.993,0,"1","RPL10"
"RPL18A",0,-0.317678172167984,0.862,0.975,0,"1","RPL18A"
"RPL27A",0,-0.329737784441515,0.822,0.966,0,"1","RPL27A"
"RPL12",0,-0.330385292406154,0.823,0.968,0,"1","RPL12"
"FAU",0,-0.336888488822998,0.718,0.932,0,"1","FAU"
"RPLP1",0,-0.347314674042635,0.897,0.987,0,"1","RPLP1"
"RPS27",0,-0.353463280353793,0.862,0.985,0,"1","RPS27"
"RPS3",0,-0.358664605101057,0.836,0.972,0,"1","RPS3"
"RPL28",0,-0.364009223162481,0.779,0.956,0,"1","RPL28"
"H3F3B",0,-0.365549718030457,0.768,0.957,0,"1","H3F3B"
"RPS29",0,-0.367325902845297,0.815,0.974,0,"1","RPS29"
"RPL13A",0,-0.381292393256731,0.889,0.989,0,"1","RPL13A"
"RPL39",0,-0.38887477026611,0.779,0.969,0,"1","RPL39"
"EEF1A1",0,-0.392561195745734,0.868,0.986,0,"1","EEF1A1"
"RPS18",0,-0.399497894607507,0.891,0.991,0,"1","RPS18"
"RPL35",0,-0.404312295392056,0.737,0.951,0,"1","RPL35"
"RPS11",0,-0.409930668087958,0.613,0.886,0,"1","RPS11"
"RPLP0",0,-0.41022177595489,0.674,0.902,0,"1","RPLP0"
"RPS15",0,-0.43506921933212,0.803,0.982,0,"1","RPS15"
"RPS28",0,-0.436692404162986,0.81,0.982,0,"1","RPS28"
"RPL18",0,-0.437133076781561,0.698,0.928,0,"1","RPL18"
"TXN",0,-0.438473072668847,0.567,0.83,0,"1","TXN"
"RPL13",0,-0.440040608286642,0.868,0.99,0,"1","RPL13"
"RPL8",0,-0.441227603945722,0.797,0.97,0,"1","RPL8"
"RPL11",0,-0.443950060672576,0.79,0.972,0,"1","RPL11"
"RPS6",0,-0.448343573050742,0.838,0.981,0,"1","RPS6"
"RPS10",0,-0.451316640273368,0.592,0.881,0,"1","RPS10"
"EEF1D",0,-0.461244314684895,0.51,0.836,0,"1","EEF1D"
"RPS12",0,-0.463992452849116,0.754,0.96,0,"1","RPS12"
"RPL31",0,-0.464174148422371,0.656,0.921,0,"1","RPL31"
"RPL29",0,-0.472705151509984,0.656,0.914,0,"1","RPL29"
"RPS9",0,-0.492341612410598,0.734,0.96,0,"1","RPS9"
"HMGN1",0,-0.502081318893918,0.172,0.543,0,"1","HMGN1"
"RBM3",0,-0.50215315058314,0.181,0.554,0,"1","RBM3"
"SRP14",0,-0.502325482741308,0.395,0.772,0,"1","SRP14"
"C14orf2",0,-0.504291128233411,0.346,0.716,0,"1","C14orf2"
"ATP5G2",0,-0.508444926321501,0.373,0.758,0,"1","ATP5G2"
"H2AFZ",0,-0.514231415788348,0.251,0.618,0,"1","H2AFZ"
"ATP5O",0,-0.516864708575593,0.212,0.584,0,"1","ATP5O"
"HMGN2",0,-0.518154895739285,0.216,0.588,0,"1","HMGN2"
"TPI1",0,-0.529526730727368,0.272,0.642,0,"1","TPI1"
"EIF3K",0,-0.53118790915617,0.208,0.598,0,"1","EIF3K"
"RPS19",0,-0.535247191897126,0.808,0.986,0,"1","RPS19"
"RPL9",0,-0.536692128035678,0.625,0.937,0,"1","RPL9"
"RPL23A",0,-0.538509810018014,0.649,0.944,0,"1","RPL23A"
"RPL27",0,-0.53912495135265,0.491,0.853,0,"1","RPL27"
"FTL",0,-0.541651678630216,0.754,0.971,0,"1","FTL"
"RPL7A",0,-0.546251732066418,0.565,0.884,0,"1","RPL7A"
"RPS25",0,-0.546954853057758,0.586,0.922,0,"1","RPS25"
"CIRBP.1",0,-0.552111479056865,0.209,0.604,0,"1","CIRBP"
"RPL19",0,-0.552158922290144,0.692,0.956,0,"1","RPL19"
"RPS16",0,-0.552876694642185,0.624,0.929,0,"1","RPS16"
"RPL35A",0,-0.552984966675187,0.65,0.947,0,"1","RPL35A"
"MIF",0,-0.553988495015475,0.286,0.692,0,"1","MIF"
"COMMD6",0,-0.55420565394842,0.222,0.64,0,"1","COMMD6"
"SKP1",0,-0.555738906148274,0.29,0.707,0,"1","SKP1"
"YBX1",0,-0.556785328205369,0.176,0.57,0,"1","YBX1"
"HSP90B1",0,-0.557789542764704,0.235,0.641,0,"1","HSP90B1"
"HSPE1",0,-0.563180752171126,0.202,0.584,0,"1","HSPE1"
"NPC2",0,-0.568289176571086,0.164,0.571,0,"1","NPC2"
"RPL14",0,-0.573596948832151,0.541,0.886,0,"1","RPL14"
"RPS24",0,-0.573814140448927,0.544,0.895,0,"1","RPS24"
"RPL37",0,-0.574243738253634,0.535,0.872,0,"1","RPL37"
"RPL24",0,-0.575898510140436,0.468,0.851,0,"1","RPL24"
"BTF3",0,-0.583886831242185,0.404,0.798,0,"1","BTF3"
"NDUFC2",0,-0.588128693267794,0.121,0.516,0,"1","NDUFC2"
"RPL3",0,-0.588745130472218,0.753,0.977,0,"1","RPL3"
"RPL32",0,-0.590476969613607,0.729,0.975,0,"1","RPL32"
"PRDX2",0,-0.597164703083477,0.131,0.535,0,"1","PRDX2"
"UQCRB",0,-0.600545372336852,0.247,0.647,0,"1","UQCRB"
"S100A10",0,-0.609534727700274,0.364,0.719,0,"1","S100A10"
"SLC25A5",0,-0.610045207412575,0.29,0.666,0,"1","SLC25A5"
"PIGR",0,-0.61172616029301,0.191,0.507,0,"1","PIGR"
"UQCRH",0,-0.613767888791165,0.314,0.719,0,"1","UQCRH"
"RPS21",0,-0.615926737883634,0.446,0.844,0,"1","RPS21"
"RPS4X",0,-0.618463091873608,0.68,0.968,0,"1","RPS4X"
"ATP5G1",0,-0.618800041863423,0.137,0.542,0,"1","ATP5G1"
"HNRNPA1",0,-0.619882012878017,0.346,0.769,0,"1","HNRNPA1"
"GNB2L1",0,-0.623428015382186,0.506,0.88,0,"1","GNB2L1"
"SPCS1.1",0,-0.629015419911602,0.11,0.537,0,"1","SPCS1"
"PSMA2.1",0,-0.633155950117762,0.094,0.518,0,"1","PSMA2.1"
"HINT1",0,-0.646448283964066,0.283,0.721,0,"1","HINT1"
"ADIRF",0,-0.649983256373511,0.204,0.552,0,"1","ADIRF"
"CALM1.1",0,-0.652044366350642,0.226,0.657,0,"1","CALM1"
"RPSAP58",0,-0.658615843060634,0.159,0.594,0,"1","RPSAP58"
"RPS2",0,-0.667390348206974,0.724,0.979,0,"1","RPS2"
"RPL37A",0,-0.668494777851358,0.577,0.929,0,"1","RPL37A"
"RPS3A",0,-0.669955837374995,0.655,0.961,0,"1","RPS3A"
"RPL23",0,-0.671409247198709,0.3,0.744,0,"1","RPL23"
"RPSA",0,-0.671570732447581,0.399,0.819,0,"1","RPSA"
"RPL34",0,-0.672681309611412,0.764,0.991,0,"1","RPL34"
"RPS23",0,-0.67631714870376,0.58,0.943,0,"1","RPS23"
"RPS15A",0,-0.677892486417038,0.664,0.973,0,"1","RPS15A"
"RPS5",0,-0.682283574041864,0.553,0.922,0,"1","RPS5"
"RPL30",0,-0.682609476027266,0.479,0.885,0,"1","RPL30"
"GAPDH",0,-0.692832964205443,0.466,0.86,0,"1","GAPDH"
"RPS8",0,-0.694114835069587,0.618,0.953,0,"1","RPS8"
"NPM1",0,-0.700657990147647,0.222,0.679,0,"1","NPM1"
"RPS27A",0,-0.701012275056217,0.683,0.98,0,"1","RPS27A"
"NACA",0,-0.711138897761233,0.307,0.769,0,"1","NACA"
"RPS20",0,-0.713168433538982,0.447,0.88,0,"1","RPS20"
"EEF1B2",0,-0.715948721720537,0.231,0.684,0,"1","EEF1B2"
"RPL36A",0,-0.72806701841071,0.336,0.803,0,"1","RPL36A"
"RPL4",0,-0.736196925408964,0.289,0.753,0,"1","RPL4"
"RPL21",0,-0.736327479174287,0.652,0.97,0,"1","RPL21"
"EIF3E",0,-0.741161373724271,0.105,0.574,0,"1","EIF3E"
"RPS4Y1",0,-0.74686211193262,0.075,0.5,0,"1","RPS4Y1"
"RPS13",0,-0.748279628763524,0.545,0.942,0,"1","RPS13"
"RPL26",0,-0.757092529073957,0.539,0.939,0,"1","RPL26"
"CD74.1",0,-0.802165294389775,0.118,0.554,0,"1","CD74"
"RPL22",0,-0.802540328624852,0.301,0.804,0,"1","RPL22"
"RPL15",0,-0.829151968614003,0.541,0.949,0,"1","RPL15"
"SLC25A6",0,-0.830116224401982,0.275,0.782,0,"1","SLC25A6"
"RPL5",0,-0.85341077357848,0.313,0.82,0,"1","RPL5"
"RPL7",0,-0.855113974715565,0.603,0.965,0,"1","RPL7"
"RPL17",0,-0.862844199151285,0.198,0.733,0,"1","RPL17"
"RPL10A",0,-0.900154106859083,0.386,0.889,0,"1","RPL10A"
"RPS7",0,-0.911053441417578,0.36,0.872,0,"1","RPS7"
"RPL6",0,-0.975026017703131,0.315,0.863,0,"1","RPL6"
"ATP5L",1.7637342479934e-307,-0.456863417072767,0.482,0.825,3.66468702048068e-303,"1","ATP5L"
"LAPTM4A",7.18516302842274e-305,-0.478184689114052,0.185,0.554,1.49293317404568e-300,"1","LAPTM4A"
"PDIA6",5.90059396951856e-304,-0.465968681869403,0.147,0.502,1.22602541498657e-299,"1","PDIA6"
"HSP90AB1",1.04991536376178e-303,-0.490263114644621,0.388,0.758,2.18151414282423e-299,"1","HSP90AB1"
"SUB1",1.22074304150225e-303,-0.497188960391821,0.288,0.68,2.53645989163338e-299,"1","SUB1"
"MT2A",3.73137924596185e-301,0.497514078210606,0.678,0.551,7.75305979725952e-297,"1","MT2A"
"ATP5B",1.03149296563547e-300,-0.498428041368663,0.168,0.517,2.14323608399738e-296,"1","ATP5B"
"AGR2.1",2.20702121805256e-297,0.351730125385719,0.94,0.767,4.58574868686962e-293,"1","AGR2"
"EIF1",1.08097332120473e-295,-0.286626443110115,0.771,0.937,2.2460463667992e-291,"1","EIF1"
"HMGB1",3.62152368412954e-291,-0.482328729921628,0.341,0.716,7.52480191088437e-287,"1","HMGB1"
"PEBP1",1.36284769977136e-283,-0.487578943484895,0.217,0.57,2.83172495058493e-279,"1","PEBP1"
"RAN",5.94675354270804e-283,-0.459891162344318,0.161,0.502,1.23561645110388e-278,"1","RAN"
"ATP5J",2.19148842839011e-282,-0.486852147117731,0.267,0.623,4.55347465650896e-278,"1","ATP5J"
"ATP5G3",1.30298120800505e-281,-0.497356925779359,0.276,0.617,2.70733435399289e-277,"1","ATP5G3"
"CYBA",1.32728835721766e-280,-0.506111033175781,0.324,0.677,2.75783974862685e-276,"1","CYBA"
"EEF2",4.58077403383195e-275,-0.46161051098276,0.393,0.739,9.51793228749602e-271,"1","EEF2"
"COX7C",5.67521886637303e-274,-0.401105849637301,0.548,0.839,1.17919697605499e-269,"1","COX7C"
"RPS26",4.67295211039821e-273,-0.388013978028026,0.574,0.848,9.7094598949854e-269,"1","RPS26"
"TMED2",1.78202720404291e-271,-0.440838514293993,0.202,0.566,3.70269612456035e-267,"1","TMED2"
"NDUFB8.1",2.12961355784945e-271,-0.455204077629685,0.189,0.541,4.42491105049958e-267,"1","NDUFB8.1"
"SNRPD2",3.71531235777502e-270,-0.438282072879894,0.197,0.551,7.71967601698494e-266,"1","SNRPD2"
"HSPA5",3.04615178948866e-267,-0.475877183247719,0.222,0.563,6.32929418819954e-263,"1","HSPA5"
"PLAC8",5.20668594531424e-266,0.500426051084632,0.502,0.317,1.08184520571739e-261,"1","PLAC8"
"SLPI.1",1.69508398241757e-265,0.52595385081203,0.514,0.354,3.52204549866723e-261,"1","SLPI"
"SPCS2",1.04186923867134e-263,-0.437970811069721,0.207,0.558,2.1647959041113e-259,"1","SPCS2"
"SLC25A3",3.69710929136735e-263,-0.471675917955404,0.25,0.595,7.68185368560307e-259,"1","SLC25A3"
"PFDN5",4.54041781169503e-263,-0.444688566325665,0.452,0.813,9.43408012913992e-259,"1","PFDN5"
"DAD1",5.8283244477592e-259,-0.433715941436541,0.208,0.559,1.21100925375541e-254,"1","DAD1"
"HSPA8.1",1.43194998084547e-258,-0.475792187326851,0.309,0.654,2.97530567020071e-254,"1","HSPA8"
"PSMA7",5.60544047193578e-258,-0.447783677418472,0.208,0.556,1.16469842125882e-253,"1","PSMA7"
"H3F3A",1.43664254507117e-254,-0.369571494039267,0.591,0.859,2.98505588014888e-250,"1","H3F3A"
"BRK1",9.7308639511909e-252,-0.420857782342583,0.198,0.548,2.02187891177844e-247,"1","BRK1"
"KRT8.1",2.90887514865384e-246,0.287148504047413,0.963,0.818,6.04406078387295e-242,"1","KRT8"
"POMP",7.79113973406396e-246,-0.446246320210369,0.278,0.623,1.61884301394381e-241,"1","POMP"
"AKR1B10.1",1.01190556169312e-245,0.429570258700869,0.632,0.439,2.10253737608597e-241,"1","AKR1B10"
"HLA-C.1",4.10260226962327e-242,-0.423932686106999,0.507,0.795,8.52438699582322e-238,"1","HLA-C"
"MT1E.1",7.21849442060702e-242,0.428626831722039,0.653,0.525,1.49985877071373e-237,"1","MT1E"
"PPIB",3.88064177565191e-239,-0.429409976784842,0.252,0.598,8.06319748144954e-235,"1","PPIB"
"NBEAL1.1",5.74724044346703e-239,-0.437865238238229,0.364,0.715,1.19416161934358e-234,"1","NBEAL1"
"GPX2.1",2.68332323211219e-238,0.386814179576146,0.691,0.543,5.57540901168272e-234,"1","GPX2"
"PSME1",2.04495754046742e-231,-0.402821725284762,0.188,0.513,4.24901277758321e-227,"1","PSME1"
"TACSTD2.1",1.59813278831237e-225,0.413320523043043,0.622,0.481,3.32060030755544e-221,"1","TACSTD2"
"SOD1",8.85415481971145e-225,-0.426396876956152,0.261,0.589,1.83971628843965e-220,"1","SOD1"
"NDUFB4",7.8673732679683e-222,-0.379913260611963,0.188,0.508,1.63468281761845e-217,"1","NDUFB4"
"HNRNPC",4.69749568539994e-219,-0.368828469315094,0.181,0.502,9.760456535124e-215,"1","HNRNPC"
"HIGD2A",1.15985072793218e-217,-0.374655310675997,0.185,0.505,2.40993784249748e-213,"1","HIGD2A"
"EPCAM",4.61360564141669e-216,-0.453819576893878,0.233,0.514,9.5861498017356e-212,"1","EPCAM"
"EZR.1",4.9353720287782e-215,0.291321488762915,0.707,0.664,1.02547160013953e-210,"1","EZR"
"ANXA2",8.60579273327415e-213,-0.409217212155689,0.439,0.704,1.7881116141197e-208,"1","ANXA2"
"COX4I1",2.82181618450021e-211,-0.299260031443141,0.66,0.862,5.86316966815453e-207,"1","COX4I1"
"MGST2",1.05587363924968e-208,-0.403871667362206,0.202,0.504,2.19389424763298e-204,"1","MGST2"
"CYCS",1.10445527606351e-204,-0.408849839622406,0.315,0.635,2.29483717260477e-200,"1","CYCS"
"SEC61B",1.55872576491627e-204,-0.408082739541921,0.33,0.676,3.23872039434302e-200,"1","SEC61B"
"JUNB.1",1.86456064968523e-204,-0.44437887570243,0.39,0.675,3.87418411791598e-200,"1","JUNB"
"PCBP2",7.73052461324481e-204,-0.362372910361234,0.223,0.551,1.60624840414001e-199,"1","PCBP2"
"COX5A",9.22519784134539e-200,-0.395366648834085,0.231,0.541,1.91681160747475e-195,"1","COX5A"
"SRSF3",7.23238539028032e-196,-0.363417822967297,0.223,0.538,1.50274503639245e-191,"1","SRSF3"
"IER3.1",9.93186662660669e-195,0.334890579631217,0.713,0.624,2.06364324767634e-190,"1","IER3"
"STARD10.1",5.16293938954507e-190,0.408560660256739,0.536,0.43,1.07275554635968e-185,"1","STARD10"
"C19orf43",1.57147126851631e-189,-0.3360610415989,0.193,0.5,3.2652030017232e-185,"1","C19orf43"
"EIF4A1",5.17047615915228e-187,-0.382764010272427,0.412,0.727,1.07432153634866e-182,"1","EIF4A1"
"PDE4C.1",1.07320684685132e-186,0.434968020122766,0.5,0.369,2.22990918638767e-182,"1","PDE4C"
"SAP18",4.218832913574e-186,-0.364228174242405,0.252,0.574,8.76589102782406e-182,"1","SAP18"
"ATP6V0E1",8.12312595571282e-184,-0.346829921314335,0.239,0.558,1.68782311107801e-179,"1","ATP6V0E1"
"SSR2",1.85829379394594e-181,-0.345592195705991,0.229,0.537,3.86116284506088e-177,"1","SSR2"
"OAZ1",1.29339118027887e-180,-0.356878847836303,0.516,0.802,2.68740819438344e-176,"1","OAZ1"
"SUMO2",1.0637865598124e-177,-0.370352872528745,0.338,0.677,2.21033571397821e-173,"1","SUMO2"
